Country,Type,Date(s),Artist / Guest,Event Name,Location,Venue + Map
Philippines,Concert,Oct 15-16,TXT,ACT : LOVE SICK,Manila,Mall of Asia Arena
Philippines,Festival,Oct 21,"Hyolyn, Brave Girls, VIVIZ, LOONA, BE'O, Park Bom",POPstival,Manila,CCP Open Grounds
Philippines,Concert,Nov 10,Eric Nam,There and Back Again,Manila,Samsung Hall
Philippines,Concert,Nov 30,DPR,REGIME World Tour,Manila,
Philippines,Concert,Nov 30,EPIK HIGH,Epik High is Here,Manila,
Philippines,Concert,Dec 15,EVERGLOW,Southeast Asia Tour,Manila,New Frontier Theatre
Philippines,Concert,Dec 17-18,Super Junior,Super Show 9: ROAD,Manila,Mall of Asia Arena
Philippines,Festival,Dec 9-10,"Jackson Wang (GOT7), BIBI, eaJ",Head in the Clouds Fest,SM Festival Grounds Paranaque City,
Poland,Concert,May 23,Woosung,MOTH EP Showcase,"Warsaw, PL",Hybrydy
Poland,Concert,Aug 14,Sunmi,GOOD GIRL GONE MAD,"Warsaw, PL",Progresja
Poland,Concert,Sep 6,LOONA,[LOONATHEWORLD],"Warsaw, PL",Arena COS Torwar
Poland,Concert,Oct 20,PIXY,Wanna Be Your Villain,"Warsaw, PL",Hybrydy Klub
Puerto Rico,Concert,May 7,MustB,UNVEILED: Latin America Tour,"Humacao, PR",Centro de Bellas Artes Humacao
Puerto Rico,Concert,October,E'LAST,Latin America Tour,Puerto Rico,
Puerto Rico,Concert,May 6,MustB,UNVEILED: Latin America Tour,"San Juan, PR",
Puerto Rico,Concert,Oct 20,AleXa,Meet & Live Tour,"San Juan, PR",Teatro Arriví
Puerto Rico,Concert,Dec 4,Golden Child,Meet & Live Grand America,"San Juan, PR",Sala Sinfonica Pablo Casals
Saudi Arabia,Festival,Jun 30,"ATEEZ, EPEX",Jeddah K-Pop Fest,"Jeddah, SAU",Jeddah Superdome
Saudi Arabia,Festival,Jul 1,"VICTON, EVERGLOW, CIX",Jeddah K-Pop Fest,"Jeddah, SAU",Jeddah Superdome
Saudi Arabia,Festival,Jul 2,"MONSTA X, VERIVERY",Jeddah K-Pop Fest,"Jeddah, SAU",Jeddah Superdome
Saudi Arabia,Concert,Sep 30,"P1Harmony, PENTAGON, Rain, Secret Number, Sunmi, THE BOYZ",KCON Saudi Arabia,"Riyadh, SAU",
Saudi Arabia,Concert,Oct 1,"ATEEZ, Hyolyn, NewJeans, ONEUS, STAYC, TO1",KCON Saudi Arabia,"Riyadh, SAU",
Singapore,Concert,Jul 9,EPIK HIGH,EPIK HIGH is Here,Singapore,Marina Bay Sands
Singapore,Fanmeet,Aug 7,B.I,Are You Ready?,Singapore,
Singapore,Concert,Sep 3,Super Junior,Super Show 9: ROAD,Singapore,Singapore Indoor Stadium
Singapore,Concert,Oct 1,(G)I-DLE,JUST ME ()I-DLE,Singapore,
Singapore,Concert,Oct 13,SEVENTEEN,BE THE SUN,Singapore,Singapore Indoor Stadium
Singapore,Concert,Nov 14,Eric Nam,River Fest,Singapore,Gateway Theatre
Singapore,Concert,Dec 4,DPR,REGIME World Tour,Singapore,
Singapore,Concert,Dec 8,eaJ,Asia Tour,Singapore,Gateway Theatre
South Korea,Festival,Jul 30,"CL, iKON, RAVI, Moonbin & Sanha (ASTRO), BIBI, Woo Wonjae, BIG Naughty, Lee Young-ji, Coogie",Waterbomb,Busan,
South Korea,Concert,Oct 15,BTS,Yet To Come,Busan,Busan Ilgwang Special Stage
South Korea,Festival,Jul 23,"Jay Park, Jessi, Simon Dominic, LOCO, GRAY, Hyolyn, BIBI, Colde",Waterbomb,Daegu,Daegu Stadium
South Korea,Concert,Oct 9,"Psy, ASTRO, Kai (EXO), THE BOYZ",Powerful K-pop Concert 'Re:START',Daegu,Kyungpook Nat'l University
South Korea,Concert,Dec 3-4,Lee Mujin,National Concert Tour,Daegu,
South Korea,Festival,Aug 14,"MUSTB, TRENDZ, BLANK2Y, LABOUM, Ailee",Awesome Play NFT Fest,Gyeonggi,
South Korea,Festival,Aug 6,"Jessi, CL, HyunA, Simon Dominic, GRAY, LOCO, Kid Milli, Meenoi, pH-1, Sik-K",Waterbomb,Incheon,
South Korea,Concert,Oct 1,"Billlie, Moonbin & Sanha (ASTRO), VIVIZ, Jo Yuri, Kep1er, ONEUS, Golden Child, CIX, EPEX, DRIPPIN",Incheon K-pop Concert,Incheon,
South Korea,Fanmeet,Feb 5,VICTON,Chronograph,Seoul,Blue Square Mastercard Hall
South Korea,Fanmeet,Feb 6,VICTON,Chronograph,Seoul,Blue Square Mastercard Hall
South Korea,Concert,Feb 11-12,LOONA,LOONAVERSE : FROM,Seoul,Jangchung Arena
South Korea,Concert,Feb 12,ONEWE,O! New E!Volution II,Seoul,YES24 Live Hall
South Korea,Concert,Feb 12-13,2:00 AM,22 S/S,Seoul,Blue Square Mastercard Hall
South Korea,Concert,Feb 25,SE SO NEON,2022 Live,Seoul,Blue Square Mastercard Hall
South Korea,Concert,Feb 26,P1Harmony,P1ustage H : PEACE Tour,Seoul,
South Korea,Concert,Feb 26-27,SE SO NEON,2022 Live,Seoul,Blue Square Mastercard Hall
South Korea,Concert,Feb 26-27,AB6IX,Complete with You,Seoul,Jangchung Arena
South Korea,Concert,Mar 11-13,Wonpil (DAY6),Pilmography,Seoul,
South Korea,Concert,Mar 18-20,BTOB,BTOB Time [Be Together],Seoul,Jamsil Indoor Stadium
South Korea,Concert,Apr 2-3,CRAVITY,Center of Gravity,Seoul,Olympic Hall
South Korea,Concert,Apr 2-3,Soyou,The Live: Night,Seoul,
South Korea,Concert,Apr 9-10,TREASURE,TRACE,Seoul,Olympic Hall
South Korea,Concert,Apr 15-17,CIX,REBEL in Seoul,Seoul,BlueSquare Mastercard Hall
South Korea,Concert,Apr 30 - May 1,Stray Kids,MANIAC World Tour,Seoul,
South Korea,Concert,Apr 30 - May 1,WINNER,2022 Concert,Seoul,Olympic Hall
South Korea,Festival,May 7-8,"Highlight, MONSTA X, NiziU, NMIXX, STAYC, THE BOYZ, TO1, Queendom 2",KCON Premiere,Seoul,CJ ENM Center
South Korea,Concert,May 14-15,BOL4,,Seoul,
South Korea,Concert,Jun 11-12,WJSN,WONDERLAND,Seoul,Olympic Hall
South Korea,Concert,Jun 18,"AB6IX, ALICE, CIX, CLASS:y, CRAVITY, Dreamcatcher, DRIPPIN, EPEX, Golden Child, IVE, Kep1er, KINGDOM, LABOUM, Lee Mujin, LIGHTSUM, NCT Dream, NMIXX, OH MY GIRL, PENTAGON, Red Velvet, STAYC, TRENDZ, VICTON, Weeekly, WEi, YOUNITE",Dream Concert,Seoul,Ticketlink
South Korea,Concert,Jun 18-19,(G)I-DLE,JUST ME ()I-DLE,Seoul,Olympic Hall
South Korea,Concert,Jun 18-19,Kwon Eunbi,Secret Doors,Seoul,Daeyang Hall @ Sejong Univ.
South Korea,Festival,Jun 24,"BE'O, Sunmi, Hwasa, Kai (EXO), Zico, ASH ISLAND, LACHICA, Raiden, NINE.i",Waterbomb,Seoul,
South Korea,Festival,Jun 25,"Jay Park, Jessi, LOCO, Gray, Chungha, Sik-K, pH-1, GIRIBOY, HOLYBANG, BIBI,",Waterbomb,Seoul,
South Korea,Festival,Jun 26,"CL, Simon Dominic, WINNER, (G)I-DLE, DPR LIVE, Hook, Lee Young-ji, Coogie, Mirani, Suran",Waterbomb,Seoul,
South Korea,Concert,Jul 2-3,TXT,ACT: LOVE SICK,Seoul,
South Korea,Festival,Jul 17,"CRAVITY, Jeong Sewoon, OH MY GIRL, PENTAGON, WJSN",Seezn Summer Concert,Seoul,Jangchung Arena
South Korea,Concert,Jul 29-31,NCT Dream,THE DREAM SHOW 2: IN A DREAM,Seoul,Gocheok Sky Dome
South Korea,Showcase,Jul 28,ATEEZ,THE WORLD EP.1: MOVEMENT Showcase,Seoul,Daeyang Hall @ Sejeong Univ.
South Korea,Concert,Aug 6-7,ITZY,CHECKMATE' World Tour,Seoul,
South Korea,Concert,Aug 13-14,Kang Daniel,First Parade,Seoul,Jangchung Arena
South Korea,Concert,Aug 20-21,FTISLAND,RE:FTISLAND,Seoul,YES24 Live Hall
South Korea,Concert,Aug 20-21,VERIVERY,PAGE:0,Seoul,
South Korea,Concert,Sep 2-4,Leo (VIXX),Piano Man Op. 9,Seoul,Donghae Arts Center @ Kwangwoon Univ.
South Korea,Festival,Sep 3,"Epik High, Lee Hi, VICTON, Xdinary Heroes, DICKPUNKS",Megafield Music Fest,Seoul,
South Korea,Concert,Sep 3-4,Hyolyn,2022 Concert,Seoul,YES24 Live Hall
South Korea,Festival,Sep 3,"The Rose, BOL4, 10cm, JANNABI, Jo Yuri, Yena, Ha Sungwoon",Someday Festival,Seoul,Nanji Hangang Park
South Korea,Festival,Sep 4,"Gummy, The ADE, HYNN, Boramiyu, Sunwoojunga, Stella Jang, 10cm, Younha, Lee Mujin; Car, the Garden",Someday Festival,Seoul,Nanji Hangang Park
South Korea,Fanmeet,Sep 7,Sungjin (DAY6),Debut Anniversary M&G,Seoul,Alver Coffee
South Korea,Concert,Sep 8-9,NCT Dream,THE DREAM SHOW 2: IN A DREAM,Seoul,Olympic Stadium
South Korea,Festival,Sep 17,"Zico, IVE, STAYC",Youth Day Festival,Seoul,Olympic Park
South Korea,Concert,Sep 17-18,ENHYPEN,MANIFESTO World Tour,Seoul,
South Korea,Concert,Sep 17-18,IU,The Golden Hour,Seoul,Olympic Stadium
South Korea,Concert,Sep 23,"GRAY, PSY, NCT Dream, Kep1er, LOCO, Heize",Liiv Concert,Seoul,Olympic Gymnastics Arena
South Korea,Concert,Sep 25,BLANK2Y,FUEGO' Tour,Seoul,
South Korea,Concert,Sep 30 - Oct 2,fromis_9,LOVE FROM.,Seoul,KBS Arena Hall
South Korea,Concert,Oct 8,Sunmi,GOOD GIRL GONE MAD,Seoul,
South Korea,Fanmeet,Oct 10,Kep1er,Kep1anet,Seoul,SK Olympic Handball Gym
South Korea,Concert,Oct 15-16,BLACKPINK,BORN PINK' Tour,Seoul,
South Korea,Concert,Oct 15-16,LOONA,LOONATHEWORLD,Seoul,SK Olympic Handball Gym
South Korea,Concert,Oct 22-23,Key (SHINee),G.O.A.T in the Keyland,Seoul,Jangchung Arena
South Korea,Concert,Oct 29-30,ATEEZ,THE FELLOWSHIP : BREAK THE WALL,Seoul,Jamsil Indoor Stadium
South Korea,Concert,Nov 8,"Red Velvet, IVE, (G)I-DLE, Taeyeon, BE'O, THE BOYZ, DKZ, Psy, NCT Dream, Jaurim, LIGHTSUM, TNX",Genie Music Awards,Seoul,
South Korea,Concert,Nov 12-13,TREASURE,2022 Concert,Seoul,KSPO Dome
South Korea,Concert,Nov 18-20,MAMAMOO,MY CON,Seoul,Olympic Hall
South Korea,Concert,Nov 18-20,SF9,LIVE FANTASY #4 'DELIGHT',Seoul,
South Korea,Concert,Nov 19-20,EPEX,EIGHT APEX,Seoul,
South Korea,Concert,Nov 20,Eric Nam,There and Back Again,Seoul,YES24 Live Hall
South Korea,Fanmeet,Nov 26,NATURE,"Let's do the ""LIMBO""!",Seoul,
South Korea,Concert,Dec 3,Wonho,Everyday Christmas,Seoul,Sungshin Women's University Campus Auditorium
South Korea,Concert/Fanmeet,Dec 10,B.I,L.O.L: THE HIDDEN STAGE,Seoul,KBS Arena
South Korea,Concert,Dec 22-25,J.Y. Park,Groove Back,Seoul,Olympic Hall
South Korea,Concert,Dec 28,BIBI,Won't You Be There?,Seoul,YES24 Live Hall
South Korea,Concert,Dec 30-31,9001 (Ninety O One),RE;WIND,Seoul,CKL Stage
South Korea,Concert,Dec 30-31,CIX,"Save me, kill me",Seoul,
South Korea,Festival,Jul 2,"ASTRO, GHOST9, IVE, Park Jihoon, THE BOYZ, WEi, Weki Meki, WJSN, Wonho, YOUNITE",UNI-KON,SK Olympic Handball Gymnasium,
South Korea,Festival,Jul 3,"ATEEZ, CIX, CRAVITY, DRIPPIN, EPEX, Jo Yuri, Kep1er, LIGHTSUM, SF9, Yena",UNI-KON,SK Olympic Handball Gymnasium,
South Korea,Festival,Aug 13,"Jay Park, Simon Dominic, LOCO, GRAY, Hyolyn, Zico, Colde, HolyBang",Waterbomb,Suwon,
South Korea,Concert,Aug 20,SMTOWN,SMTOWN Live,Suwon,Suwon World Cup Stadium
South Korea,Fanmeet,Jun 18,Lee Mijoo (ex-Lovelyz),1st Meet & Greet,,
South Korea,Festival,September,"BoA, Kang Seungyoon (WINNER)",LISTEN AGAIN,,
Spain,Festival,Jun 4,Dreamcatcher,Primavera Sound,"Barcelona, ES",Parc del Forum
Spain,Concert,Oct 19,Jessi,Europe Tour,"Barcelona, ES",Razzmatazz
Spain,Concert,Dec 5,BLACKPINK,BORN PINK' Tour,"Barcelona, ES",Palau Sant Jordi
Sweden,Concert,Jun 4,Eric Nam,World Tour 2022: There And Back Again,"Stockholm, SE",Fryshuset Arenan
Switzerland,Concert,Apr 16,MCND,Europe Tour 2022,"Lausanne, CH",Salle Renens
Switzerland,Concert,Oct 28,3YE,Europe Tour,"Lausanne, CH",Renens Performance Hall
Switzerland,Concert,Jun 11,Eric Nam,World Tour 2022: There And Back Again,"Zurich, CH",Komplex 457
Switzerland,Concert,Oct 4,BLITZERS,LOOKING FOR BLEE,"Zurich, CH",
Taiwan,Concert,Oct 19,TXT,ACT : LOVE SICK,Taipei,Nangnang Exhibition Center
Taiwan,Concert,Nov 16,Eric Nam,There and Back Again,Taipei,Legacy Taipei
Taiwan,Concert,Nov 26-27,Super Junior,Super Show 9: ROAD,Taipei,Taipei Arena
Taiwan,Concert,Nov 27,DPR,REGIME World Tour,Taipei,
Taiwan,Concert,Dec 4,EPIK HIGH,Epik High is Here,Taipei,
Taiwan,Concert,Dec 6,eaJ,Asia Tour,Taipei,Clapper Studio
Taiwan,Concert,Dec 11,EPEX,EIGHT APEX,Taipei,Clapper Studio
Thailand,Concert,Jul 14,EPIK HIGH,EPIK HIGH is Here,Bangkok,Chaengwattana Hall
Thailand,Concert,Jul 30-31,Super Junior,Super Show 9: ROAD,Bangkok,Impact Arena
Thailand,Fanmeet,Aug 7,"Jun. K (2PM), Seven Stars",Special Fanmeeting,Bangkok,Show DC Ultra Arena Hall
Thailand,Concert,Aug 27-28,Yugyeom (GOT7),1st Live,Bangkok,
Thailand,Concert,Sep 3,WOODZ,Colorful Trauma' Live,Bangkok,Thunder Dome
Thailand,Concert,Sep 4,WEi,First Love,Bangkok,Show DC Ultra Arena Hall
Thailand,Concert,Sep 24,"AB6IX, Jeon Somi, DRIPPIN, MONSTA X, CRAVITY, WJSN, B.I, ASTRO",LALAPA K-Concert,Bangkok,Union Hall
Thailand,Concert,Oct 1,"Chen (EXO), BamBam (GOT7), Xdinary Heroes, Taeyeon",Best of Best,Bangkok,Impact Arena
Thailand,Concert,Oct 1-2,SEVENTEEN,BE THE SUN,Bangkok,Impact Challenger Hall
Thailand,Concert,Oct 8,Rocking doll,WE ARE ROCKING DOLL,Bangkok,Union Hall @ Union Mall
Thailand,Concert,Oct 15-16,JAY B (GOT7),Tape: Press Pause,Bangkok,Impact Exhibition Hall 5-6
Thailand,Concert,Oct 22-23,TXT,ACT : LOVE SICK,Bangkok,Thunder Dome
Thailand,Concert,Dec 2,DPR,REGIME World Tour,Bangkok,
Thailand,Concert,Dec 3-5,NCT 127,NEO CITY: THE LINK,Bangkok,Impact Arena
Thailand,Festival,Nov 12,"10cm, Eric Nam, Sam Kim",River Fest,Kanchanaburi,Chuen Ruedee Campground
UAE,Festival,Sep 10,"JAY B, P1Harmony, Sik-K, WOOGIE, The Rose, LOCO, Dvwn, Paul Kim, Peakboy",Hyperound K-Fest,"Abu Dhabi, UAE",Etihad Arena
United Kingdom,Concert,Oct 11,W24,W24 in UK,"Birmingham, UK",Castle & Falcon
United Kingdom,Concert,Apr 10,Eric Nam,There And Back World Tour,"Glasgow, UK",Barrowland
United Kingdom,Concert,Mar 6,"Gsoul, Oceanfromtheblue, Woogie",GSOUL Europe Tour,"London, UK",Garage
United Kingdom,Concert,Apr 10,MCND,Europe Tour 2022,"London, UK",O2 Academy Islington
United Kingdom,Concert,Apr 13,Eric Nam,There And Back World Tour,"London, UK",O2 Forum Kentish Town
United Kingdom,Concert,Apr 14,Eric Nam,There And Back World Tour,"London, UK",O2 Shepherd's Bush Empire
United Kingdom,Concert,Apr 30 - May 1,ATEEZ,The Fellowship: Beginning of the End,"London, UK","Ovo Arena, Wembley"
United Kingdom,Concert,May 19,Woosung,MOTH EP Showcase,"London, UK",O2 Academy Islington
United Kingdom,Concert,Jun 20,THE BOYZ,THE B-ZONE in Europe,"London, UK","OVO Arena, Wembley"
United Kingdom,Festival,Jul 9,"ASTRO, Chen (EXO), Everglow, Hwasa, ONEUS, P1Harmony, Sam Kim",HallyuPopFest,"London, UK",OVO Arena Wembley
United Kingdom,Festival,Jul 10,"CRAVITY, CIX, Kep1er, SF9, Kai (EXO), Paul Kim, Weeekly",HallyuPopFest,"London, UK",OVO Arena Wembley
United Kingdom,Festival,Jul 30,"Billlie, Cherry Bullet, Chungha, Golden Child, PENTAGON, Red Velvet, Suho (EXO), VIVIZ",MIK Festival,"London, UK",Southwark Park
United Kingdom,Concert,Aug 21,Sunmi,GOOD GIRL GONE MAD,"London, UK",Troxy
United Kingdom,Concert,Sep 4,Wonho,FACADE in Europe,"London, UK",Indigo at the O2
United Kingdom,Concert,Sep 16,LOONA,[LOONATHEWORLD],"London, UK",O2 Academy Brixton
United Kingdom,Concert,Oct 10,Jessi,Europe Tour,"London, UK",Troxy
United Kingdom,Concert,Oct 10,W24,W24 in UK,"London, UK",XOYO
United Kingdom,Concert,Oct 17,PIXY,Wanna Be Your Villain,"London, UK",O2 Academy Islington
United Kingdom,Concert,Nov 13,DPR,REGIME World Tour,"London, UK",Troxy
United Kingdom,Concert,Nov 30 - Dec 1,BLACKPINK,BORN PINK' Tour,"London, UK",The O2
United Kingdom,Concert,Dec 14,"JAY B, JOMALXNE",Tape: Press Pause,"London, UK",Indigo at the O2
USA,Concert,Jul 19-20,Stray Kids,MANIAC World Tour,"Anaheim, CA",Honda Center
USA,Concert,Oct 2-3,ENHYPEN,MANIFESTO World Tour,"Anaheim, CA",Honda Center
USA,Concert,Nov 7-8,ATEEZ,THE FELLOWSHIP : BREAK THE WALL,"Anaheim, CA",Honda Center
USA,Concert,Nov 16,The Rose,Heal Together' World Tour,"Anaheim, CA",House of Blues
USA,Concert,Jan 20,ATEEZ,The Fellowship: The Beginning of the End,"Atlanta, GA",
USA,Concert,Feb 11,BLITZERS,Check-in US Tour,"Atlanta, GA",Center Stage Theatre
USA,Concert,Feb 23,ONEUS,BLOOD MOON Tour,"Atlanta, GA",Center Stage Theater
USA,Concert,Feb 24,TWICE,III' World Tour,"Atlanta, GA",State Farm Arena
USA,Concert,Mar 5,"Eric Nam, Audrey Mika",There And Back World Tour,"Atlanta, GA",The Eastern
USA,Concert,Mar 22,VANNER,BOOST UP Pt.1,"Atlanta, GA",The Loft
USA,Concert,Mar 23,"Woo, Coogie, DeVita, Sogumm, DJ Wegun",Above Ordinary,"Atlanta, GA",Center Stage Loft
USA,Concert,Mar 27,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Atlanta, GA",Tabernacle
USA,Concert,Apr 9,MustB,2022 US Tour,"Atlanta, GA",
USA,Concert,May 2,CIX,REBEL in U.S.,"Atlanta, GA",Buckhead Theatre
USA,Fanmeet,May 3,CIX,REBEL in U.S. Fan Sign,"Atlanta, GA",Loudermilk Conference Center
USA,Concert,May 17,"Xydo, nafla, RAVI",GROOVL1N US Tour,"Atlanta, GA",Buckhead Theater
USA,Concert,Jun 5,THE BOYZ,THE B-ZONE in USA,"Atlanta, GA",Coca-Cola Roxy
USA,Concert,Jun 14,DKB,Meet & Live US Tour,"Atlanta, GA",Center Stage Theater
USA,Fanmeet,Jun 22,AB6IX,AB_NEW AREA in U.S.,"Atlanta, GA",Center Stage Theater
USA,Concert,Jul 8,Golden Child,Meet & Live in USA,"Atlanta, GA",Center Stage
USA,Concert,Jul 12,TXT,ACT: LOVE SICK,"Atlanta, GA",Fox Theatre
USA,Concert,Jul 14,Brave Girls,Summer Tour,"Atlanta, GA",Masquerade Heaven
USA,Concert,Jul 17,GSoul,2022 Tour,"Atlanta, GA",Center Stage Loft
USA,Concert,Aug 7,(G)I-DLE,JUST ME ()I-DLE,"Atlanta, GA",Cobb Energy Centre
USA,Concert,Aug 14,KARD,2022 WILD KARD,"Atlanta, GA",[Coca-Cola Roxy]()
USA,Concert,Aug 23,LOONA,[LOONATHEWORLD],"Atlanta, GA",[Coca-Cola Roxy]()
USA,Concert,Aug 30,"CRAVITY, LIGHTSUM, STAYC, TO1",KCON US Tour,"Atlanta, GA",The Eastern
USA,Concert,Aug 30,SEVENTEEN,BE THE SUN,"Atlanta, GA",State Farm Arena
USA,Concert,Sep 8,Sunmi,GOOD GIRL GONE MAD,"Atlanta, GA",Tabernacle
USA,Concert,Sep 13,JUNNY,the 'blanc' tour,"Atlanta, GA",Center Stage
USA,Concert,Sep 19,DPR,REGIME World Tour,"Atlanta, GA",The Eastern
USA,Concert,Sep 21,VERIVERY,PAGE:0,"Atlanta, GA",[Center Stage]()
USA,Concert,Sep 23,WEi,First Love,"Atlanta, GA",The Loft
USA,Concert,Oct 6,OMEGA X,CONNECT: Don't Give Up,"Atlanta, GA",[Center Stage]()
USA,Concert,Oct 8,Mark Tuan (GOT7),The Other Side Tour,"Atlanta, GA",The Masquerade
USA,Concert,Oct 11,ENHYPEN,MANIFESTO World Tour,"Atlanta, GA",Gas South Arena
USA,Concert,Oct 22,AleXa,Meet & Live Tour,"Atlanta, GA",Ferst Center for the Arts
USA,Festival,Oct 27-30,PIXY,Anime Weekend Atlanta,"Atlanta, GA",Renaissance Atlanta Waverly & Cobb Galleria
USA,Concert,Oct 29,The Rose,Heal Together' World Tour,"Atlanta, GA",Buckhead Theatre
USA,Concert,Nov 2-3,BLACKPINK,BORN PINK' Tour,"Atlanta, GA",State Farm Arena
USA,Concert,Nov 5,ITZY,CHECKMATE' World Tour,"Atlanta, GA",Fox Theatre
USA,Concert,Nov 8,Kim Woojin,First U.S. Tour,"Atlanta, GA",The Loft @ Center Stage
USA,Concert,Nov 21-22,ATEEZ,THE FELLOWSHIP : BREAK THE WALL,"Atlanta, GA",[State Farm Arena]()
USA,Concert,Nov 28,Yerin Baek,North America Tour,"Atlanta, GA",Center Stage
USA,Concert,Mar 12,"Eric Nam, Audrey Mika",There And Back World Tour,"Austin, TX",Emo's
USA,Festival,Mar 18,"Woo, Coogie, DeVita, Sogumm, DJ Wegun",SXSW,"Austin, TX",Elysium
USA,Concert,Apr 3,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Austin, TX",Emo's
USA,Concert,Oct 23,DPR,REGIME World Tour,"Austin, TX",Emo's
USA,Concert,Feb 26,TWICE,III' World Tour,"Belmont Park, NY",UBS Arena
USA,Concert,Feb 27,TWICE,III' World Tour,"Belmont Park, NY",UBS Arena
USA,Concert,Sep 1,SEVENTEEN,BE THE SUN,"Belmont Park, NY",UBS Arena
USA,Concert,Dec 7,Yerin Baek,North America Tour,"Berkeley, CA",[The UC Theatre]()
USA,Concert,Sep 17,VERIVERY,PAGE:0,"Bethlehem, PA",Musikfest Cafe
USA,Concert,Mar 12,ONEUS,BLOOD MOON Tour,"Beverly Hills, CA",Saban Theatre
USA,Concert,Feb 21,"Eric Nam, Audrey Mika",There And Back World Tour,"Boston, MA",House of Blues
USA,Concert,Mar 21,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Boston, MA",House of Blues
USA,Concert,Apr 2,SE SO NEON,2022 Live,"Boston, MA",Middle East
USA,Concert,Sep 14,VERIVERY,PAGE:0,"Boston, MA",The Cabot
USA,Concert,Sep 23,DPR,REGIME World Tour,"Boston, MA",Roadrunner
USA,Concert,Oct 17,The Rose,Heal Together' World Tour,"Boston, MA",Roadrunner Royale
USA,Concert,Oct 19,Mark Tuan (GOT7),The Other Side Tour,"Boston, MA",Royale
USA,Concert,Nov 10,ITZY,CHECKMATE' World Tour,"Boston, MA",MGM Music Hall @ Fenway Park
USA,Concert,Dec 15,Yerin Baek,North America Tour,"Boston, MA",Crystal Ballroom
USA,Concert,Mar 31,SE SO NEON,2022 Live,"Brooklyn, NY",The Monarch
USA,Concert,Aug 12,KARD,2022 WILD KARD,"Brooklyn, NY",Kings Theatre
USA,Concert,TBA,Jamie (Park Jimin),North American Tour,"Brooklyn, NY",The Brooklyn Monarch
USA,Concert,Feb 28,"Eric Nam, Audrey Mika",There And Back World Tour,"Charlotte, NC",The Fillmore
USA,Concert,Mar 26,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Charlotte, NC",The Fillmore
USA,Concert,Sep 8,DPR,REGIME World Tour,"Charlotte, NC",The Fillmore
USA,Concert,Jan 18,ATEEZ,The Fellowship: The Beginning of the End,"Chicago, IL",Wintrust Arena
USA,Concert,Feb 12,"Eric Nam, Audrey Mika",There And Back World Tour,"Chicago, IL",The Vic
USA,Concert,Feb 17,BLITZERS,Check-in US Tour,"Chicago, IL",Northshore PAC
USA,Concert,Mar 1,ONEUS,BLOOD MOON Tour,"Chicago, IL",Concord Music Hall
USA,Concert,Mar 12,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Chicago, IL",The Vic
USA,Concert,Mar 16,VANNER,BOOST UP Pt.1,"Chicago, IL",Bottom Lounge
USA,Concert,Mar 27,"Woo, Coogie, DeVita, Sogumm, DJ Wegun",Above Ordinary,"Chicago, IL",Chop Shop
USA,Concert,Apr 6,SE SO NEON,2022 Live,"Chicago, IL",Chop Shop
USA,Concert,May 7,CIX,REBEL in U.S.,"Chicago, IL",The Vic
USA,Fanmeet,May 8,CIX,REBEL in U.S. Fan Sign,"Chicago, IL",Chicago Theater Works
USA,Concert,May 15,"Xydo, nafla, RAVI",GROOVL1N US Tour,"Chicago, IL",Copernicus Center
USA,Concert,May 28,MONSTA X,NO LIMIT US Tour,"Chicago, IL",The Chicago Theatre
USA,Concert,Jun 1,THE BOYZ,THE B-ZONE in USA,"Chicago, IL",[Rosemont Theatre]()
USA,Concert,Jun 12,DKB,Meet & Live US Tour,"Chicago, IL",Concord Music Hall
USA,Fanmeet,Jun 24,AB6IX,AB_NEW AREA in U.S.,"Chicago, IL",Northshore PAC
USA,Concert,Jul 1,Stray Kids,MANIAC World Tour,"Chicago, IL",United Center
USA,Concert,Jul 4,Golden Child,Meet & Live in USA,"Chicago, IL",Concord Music Hall
USA,Concert,Jul 7,Dreamcatcher,Apocalypse: Save us,"Chicago, IL",Radius Chicago
USA,Concert,Jul 7,TXT,ACT: LOVE SICK,"Chicago, IL",[Rosemont Theater]()
USA,Concert,Jul 10,GSoul,2022 Tour,"Chicago, IL",Chop Shop
USA,Concert,Jul 16,Brave Girls,Summer Tour,"Chicago, IL",Avondale Music Hall
USA,Concert,Aug 3,(G)I-DLE,JUST ME ()I-DLE,"Chicago, IL",Radius
USA,Concert,Aug 11,LOONA,[LOONATHEWORLD],"Chicago, IL",[Radius]()
USA,Concert,Aug 16,KARD,2022 WILD KARD,"Chicago, IL",House of Blues
USA,Concert,Aug 25,SEVENTEEN,BE THE SUN,"Chicago, IL",United Center
USA,Concert,Aug 30,MCND,1ST' America Tour,"Chicago, IL",Bottom Lounge
USA,Concert,Sep 2,Sunmi,GOOD GIRL GONE MAD,"Chicago, IL",Riviera Theatre
USA,Concert,Sep 25,WEi,First Love,"Chicago, IL",Avondale Theater
USA,Concert,Sep 26,VERIVERY,PAGE:0,"Chicago, IL",Concord Music Hall
USA,Concert,Sep 28,DPR,REGIME World Tour,"Chicago, IL",Radius
