Country,Type,Date(s),Artist / Guest,Event Name,Location,Venue + Map
Germany,Concert,Dec 8,BLACKPINK,BORN PINK' Tour,"Cologne, DE",Lanxess Arena
Germany,Concert,May 21,Woosung,MOTH EP Showcase,"Colonge, DE",Kantine
Germany,Festival,May 14,"MONSTA X, (G)I-DLE, NCT Dream, ENHYPEN, MAMAMOO, AB6IX, Kai (EXO)",Kpop.Flex,"Frankfurt, DE",Deutsche Bank Park
Germany,Concert,Jun 8,Eric Nam,World Tour 2022: There And Back Again,"Frankfurt, DE",Zoom
Germany,Concert,Sep 11,LOONA,[LOONATHEWORLD],"Frankfurt, DE",Jahrhunderthalle
Germany,Concert,Oct 13,BLITZERS,LOOKING FOR BLEE,"Frankfurt, DE",
Germany,Concert,Dec 17,"JAY B, JOMALXNE",Tape: Press Pause,"Frankfurt, DE",Batschkapp
Germany,Concert,Oct 10,BLITZERS,LOOKING FOR BLEE,"Hamburg, DE",
Germany,Fanmeet,May 7,Yugyeom (GOT7),YUGYEOM meets Germany,"Munich, DE",Backstage
Germany,Concert,Jun 14,Eric Nam,World Tour 2022: There And Back Again,"Munich, DE",Neue Theaterfabrik
Germany,Concert,Aug 28,Wonho,FACADE in Europe,"Munich, DE",TonHalle
Germany,Concert,Oct 20,BLITZERS,LOOKING FOR BLEE,"Munich, DE",
Germany,Concert,Nov 7,DPR,REGIME World Tour,"Munich, DE",Backstage WERK
Germany,Concert,Dec 19,"JAY B, JOMALXNE",Tape: Press Pause,"Munich, DE",Backstage
Germany,Fanmeet,May 8,Yugyeom (GOT7),YUGYEOM meets Germany,"Oberhausen, DE",Turbinenhalle
Germany,Concert,Aug 31,Wonho,FACADE in Europe,"Oberhausen, DE",Turbinenalle
Germany,Concert,Oct 16,Jessi,Europe Tour,"Oberhausen, DE",Turbinenhalle
Germany,Concert,Aug 19,Sunmi,GOOD GIRL GONE MAD,"Offenbach, DE",Capitol Theatre
Greece,Concert,Dec 22,"JAY B, JOMALXNE",Tape: Press Pause,"Athens, GR",[Fuzz Live Music Club]()
Honduras,Concert,May 20,MustB,2022 Latin America Tour,"Tegucigalpa, HN",
Hong Kong,Concert,Nov 19-20,Super Junior,Super Show 9: ROAD,Hong Kong,
Hungary,Concert,Apr 12,MCND,Europe Tour 2022,"Budapest, HU",Barba Negra
Indonesia,Concert,Sep 24-25,SEVENTEEN,BE THE SUN,Jakarta,ICE BSD Hall
Indonesia,Festival,September,Jackson Wang (GOT7),We The Fest,Jakarta,
Indonesia,Concert,Oct 12,TXT,ACT : LOVE SICK,Jakarta,Indonesia Convention Exhibition
Indonesia,Concert,Oct 22,JAY B (GOT7),Tape: Press Pause,Jakarta,Kasablanka Hall
Indonesia,Concert,Nov 12-13,Stray Kids,MANIAC World Tour,Jakarta,Beach City Int'l Stadium
Indonesia,Festival,Nov 18-20,"Eric Nam, Lee Hi",GUDFEST,Jakarta,GBK Area
Indonesia,Festival,Dec 3-4,"Jackson Wang, (G)I-DLE, eaJ, BIBI",Head in the Clouds Fest,Jakarta,Community Park Pik2
Indonesia,Concert,Dec 6,DPR,REGIME World Tour,Jakarta,
Indonesia,Festival,Dec 10,"TREASURE, Jun.K (2PM), Zion.T, Youngtak",Saranghaeyo Indonesia,Jakarta,Istora Seyanan
Indonesia,Concert,Jul 16,EPIK HIGH,EPIK HIGH is Here,"Jakarta, IN",The Kasablanka
Indonesia,Concert,Aug 27,(G)I-DLE,JUST ME ()I-DLE,"Jakarta, IN",
Italy,Concert,Jun 12,Eric Nam,World Tour 2022: There And Back Again,"Milan, IT",Magazzini Generali
Italy,Festival,Aug 6,Brooklyn,K-POP Summer Vibes,"Milan, IT",Castello Sforzesco
Italy,Concert,Oct 3,BLITZERS,LOOKING FOR BLEE,"Milan, IT",
Japan,Concert,Sep 17-18,NiziU,Light it Up,Aichi,Aichi Sky Expo Hall A
Japan,Concert,Nov 1-2,ENHYPEN,MANIFESTO World Tour,Aichi,
Japan,Festival,May 14-15,"JO1, INI",KCON Premiere,"Chiba, Tokyo",Makuhari Messe
Japan,Concert,Dec 11-12,ATEEZ,THE FELLOWSHIP : BREAK THE WALL,"Chiba, Tokyo",Makuhari Messe
Japan,Concert,Dec 3,TREASURE,Japan Arena Tour,"Echizen, Fukui",Fukui Sundome
Japan,Concert,Aug 13-14,NiziU,Light it Up,Fukuoka,
Japan,Concert,Aug 14,Onew (SHINee),~Life goes on~,Fukuoka,Sunpalace Hall
Japan,Concert,Dec 17-18,TREASURE,Japan Arena Tour,Fukuoka,Marine Messe Fukuoka
Japan,Concert,Nov 26,TREASURE,Japan Arena Tour,Hokkaido,Hokkaido Prefectural Sports Center
Japan,Concert,Nov 15-16,ENHYPEN,MANIFESTO World Tour,Kanagawa,
Japan,Concert,Jun 11-12,Stray Kids,MANIAC World Tour,"Kobe, Hyogo",
Japan,Concert,Jul 23-24,NiziU,Light it Up,"Kobe, Hyogo",World Memorial Hall
Japan,Fanmeet,Aug 21,Park Jihoon,Special Fanmeet,"Kobe, Hyogo",Kokusai Hall @ Kobe International House
Japan,Concert,Dec 24-25,TREASURE,Japan Arena Tour,"Kobe, Hyogo",World Memorial Hall
Japan,Concert,May 22,NCT 127,NEO CITY: JAPAN - THE LINK,"Nagoya, Aichi",Valentin Dome Nagoya
Japan,Concert,Aug 18,Onew (SHINee),~Life goes on~,"Nagoya, Aichi",Nagoya Congress Center Century Hall
Japan,Concert,Dec 6-7,TREASURE,Japan Arena Tour,"Nagoya, Aichi",NGK Hall
Japan,Concert,Sep 8,WEi,First Love,"Nakano, Tokyo",Nakano Sun Plaza Hall
Japan,Concert,Dec 13,"WJSN Chocome, VERIVERY, AleXa, CRAVITY, TFN, KINGDOM, LIGHTSUM, Billlie, TRENDZ, Lapillus, ATBO","Nagoya, Aichi",Nippon Gaishi Hall,
Japan,Concert,Jun 25-26,NCT 127,NEO CITY: JAPAN - THE LINK,Osaka,Kyocera Dome
Japan,Concert,Jul 2,E'LAST,1st Japan Live Tour,Osaka,Zepp Namba
Japan,Festival,Aug 20,"CL, Kang Daniel, TXT",Summer Sonic 2022,Osaka,Maishima SONIC PARK
Japan,Concert,Aug 22,Onew (SHINee),~Life goes on~,Osaka,Festival Hall
Japan,Concert,Sep 10,WEi,First Love,Osaka,NHK Hall
Japan,Concert,Sep 10-11,NiziU,Light it Up,Osaka,Osaka-Jo Hall
Japan,Concert,Oct 2,BLANK2Y,FUEGO' Tour,Osaka,
Japan,Concert,Nov 9-10,ENHYPEN,MANIFESTO World Tour,Osaka,
Japan,Concert,Dec 2,EPEX,EIGHT APEX,Osaka,Amashin Archaic Hall
Japan,Concert,Dec 17-18,NiziU,Burn it Up,Osaka,Kyocera Dome
Japan,Concert,Jan 15-16,NCT 127,NEO CITY: JAPAN - THE LINK,Saitama,Saitama Super Arena
Japan,Concert,Aug 20-21,NiziU,Light it Up,"Sapporo, Hokkaido",Sekisui Heim Ice Arena
Japan,Concert,Aug 27,NiziU,Light it Up,"Sendai, Miyagi",Sekisui Heim Super Arena
Japan,Fanmeet,Dec 4,KINGDOM,Long live the king,"Tokorozawa, Saitama",Japan Pavilion @ Sakura Town
Japan,Concert,Apr 23-24,TWICE,III' World Tour,Tokyo,Tokyo Dome
Japan,Concert,May 28-29,NCT 127,NEO CITY: JAPAN - THE LINK,Tokyo,Tokyo Dome
Japan,Concert,Jun 18-19,Stray Kids,MANIAC World Tour,Tokyo,
Japan,Concert,Jul 4,E'LAST,1st Japan Live Tour,Tokyo,Zepp Haneda
Japan,Concert,Jul 8-9,Onew (SHINee),~Life goes on~,Tokyo,Nippon Budokan
Japan,Concert,Jul 26-27,Stray Kids,MANIAC World Tour,Tokyo,
Japan,Fanmeet,Aug 18,Park Jihoon,Special Fanmeet,Tokyo,Nakano Sunplaza Hall
Japan,Festival,Aug 21,"CL, Kang Daniel, TXT, Zico",Summer Sonic 2022,Tokyo,ZOZOMarine Stadium & Makuhari Messe
Japan,Concert,Aug 27-29,SMTOWN,SMCU EXPRESS,Tokyo,Tokyo Dome
Japan,Concert,Aug 31 - Sep 1,NiziU,Light it Up,Tokyo,
Japan,Concert,Sep 3-4,NiziU,Light it Up,Tokyo,
Japan,Concert,Sep 10-11,Onew (SHINee),~Life goes on~,Tokyo,Yoyogi National Stadium First Gymnasium
Japan,Concert,Sep 16-17,(G)I-DLE,JUST ME ()I-DLE,Tokyo,
Japan,Concert,Oct 1,BLANK2Y,FUEGO' Tour,Tokyo,
Japan,Concert,Oct 7,fromis_9,LOVE FROM.,Tokyo,Tachikawa Stage Garden
Japan,Concert,Oct 7-8,Wonho,OHHOHO TRIP,Tokyo,Int'l Forum Hall C
Japan,Concert,Nov 2,JAY B (GOT7),Tape: Press Pause,Tokyo,Toyosu PIT
Japan,Concert,Nov 9,W24,,Tokyo,
Japan,Concert,Nov 12-13,NiziU,Burn it Up,Tokyo,Tokyo Dome
Japan,Concert,Nov 25,DPR,REGIME World Tour,Tokyo,
Japan,Concert,Nov 26-27,MAMAMOO,MY CON,Tokyo,Makuhari Messe Hall 1-2
Japan,Concert,Dec 4,EPEX,EIGHT APEX,Tokyo,Matsudo Morino Hall 21
Japan,Concert,Jul 16-18,ATEEZ,The Fellowship : Beginning of the End,"Yokohama, Kanagawa",Pia Arena MM
Japan,Concert,Nov 19-20,Key (SHINee),,"Yokohama, Kanagawa",
Japan,Fanmeet,Jun 10,EPEX,MY ZENITH,,
Japan,Fanmeet,Jun 12,EPEX,MY ZENITH,,
Japan,Fanmeet,Jun 27-28,CLASS:y,,,Toyosu PIT
Japan,Fanmeet,Jul 24,Rowoon (SF9),LOVE,,
Japan,Concert,Oct 14,"Kihyun (MONSTA X), LE SSERAFIM, NMIXX, TNX, INI, OCTPATH, TO1, VIVIZ",KCON Japan,,
Japan,Concert,Oct 15,"IVE, JO1, NewJeans, ATBO, DKZ, fromis_9, TXT",KCON Japan,,
Japan,Concert,Oct 16,"Jo Yuri, Kep1er, NiziU, TEMPEST, ATEEZ, Brave Girls, DKB",KCON Japan,,
Malaysia,Concert,Oct 10,Super Junior,Super Show 9: ROAD,Kuala Lumpur,Axiata Arena Bukit Jalil
Malaysia,Concert,Dec 2,EPIK HIGH,Epik High is Here,Kuala Lumpur,
Malaysia,Concert,Dec 10,DPR,REGIME World Tour,Kuala Lumpur,
Mexico,Concert,Sep 16,OMEGA X,CONNECT: Don't Give Up,"Guadalajara, JA",
Mexico,Concert,Sep 23,DKB,Meet & Live Grand America,"Guadalajara, JA",Bugambilias Show Center
Mexico,Concert,Dec 10,Golden Child,Meet & Live Grand America,"Guadalajara, JL",Bugambilias Show Center
Mexico,Concert,May 29,MustB,UNVEILED: Latin America Tour,"Merida, YC",Palacio de la Musica
Mexico,Concert,Sep 21,OMEGA X,CONNECT: Don't Give Up,"Merida, YU",
Mexico,Concert,Jul 20,Dreamcatcher,Apocalypse: Save us,Mexico City,Auditorio BB
Mexico,Concert,July 22,GreatGuys,Latin America Tour 2022,Mexico City,Foro San Rafael
Mexico,Concert,Jul 31,KARD,2022 WILD KARD,Mexico City,Auditorio BB
Mexico,Concert,Aug 12,(G)I-DLE,JUST ME ()I-DLE,Mexico City,Auditorio BB Pepsi Center WTC
Mexico,Concert,Aug 22,MCND,1ST' America Tour,Mexico City,Auditorio BB
Mexico,Concert,Aug 28,LOONA,[LOONATHEWORLD],Mexico City,Pepsi Center
Mexico,Concert,Sep 18,OMEGA X,CONNECT: Don't Give Up,Mexico City,
Mexico,Concert,Sep 25,DKB,Meet & Live Grand America,Mexico City,Expo Reforma
Mexico,Concert,Oct 4,WEi,First Love,Mexico City,Auditorio BB
Mexico,Concert,Oct 13,DPR,REGIME World Tour,Mexico City,Pepsi Center WTC
Mexico,Concert,Oct 16,VERIVERY,PAGE:0,Mexico City,[Auditorio BB]()
Mexico,Concert,Nov 23,"JAY B (GOT7), Jonghan",Tape: Press Pause,Mexico City,[Auditorio BB]()
Mexico,Concert,Nov 26,The Rose,Heal Together' World Tour,Mexico City,[Auditorio BB]()
Mexico,Concert,Dec 11,Golden Child,Meet & Live Grand America,Mexico City,Fronton Mexico
Mexico,Concert,Jul 29,KARD,2022 WILD KARD,"Monterrey, NL",[Showcenter Complex]()
Mexico,Concert,Aug 14,(G)I-DLE,JUST ME ()I-DLE,"Monterrey, NL",
Mexico,Concert,Sep 21,DKB,Meet & Live Grand America,"Monterrey, NL",Auditorio Luis Elizondo del Technologico de Monterrey
Mexico,Concert,Oct 4,WEi,First Love,"Monterrey, NL",Cafe Iguana
Mexico,Concert,Nov 24,"JAY B (GOT7), Jonghan",Tape: Press Pause,"Monterrey, NL",Pabellon M
Mexico,Concert,Dec 8,Golden Child,Meet & Live Grand America,"Monterrey, NL",Teatro de la Anda
Mexico,Concert,October,E'LAST,Latin America Tour,TBA,
Netherlands,Concert,Apr 9,MCND,Europe Tour 2022,"Amsterdam, NL",Melkweg
Netherlands,Concert,May 12,ATEEZ,The Fellowship: Beginning of the End,"Amsterdam, NL",AFAS Live
Netherlands,Concert,May 15,Woosung,MOTH EP Showcase,"Amsterdam, NL",Tolhuistuin
Netherlands,Concert,Jun 21,Eric Nam,World Tour 2022: There And Back Again,"Amsterdam, NL",Paradiso
Netherlands,Concert,Aug 23,Sunmi,GOOD GIRL GONE MAD,"Amsterdam, NL",Melkweg
Netherlands,Concert,Sep 8,LOONA,[LOONATHEWORLD],"Amsterdam, NL",AFAS Live
Netherlands,Concert,Oct 6,BLITZERS,LOOKING FOR BLEE,"Amsterdam, NL",
Netherlands,Concert,Oct 13,PIXY,Wanna Be Your Villain,"Amsterdam, NL",OZ Melkweg
Netherlands,Concert,Nov 6,DPR,REGIME World Tour,"Amsterdam, NL",Melkweg
Netherlands,Concert,Dec 20,"JAY B, JOMALXNE",Tape: Press Pause,"Amsterdam, NL",Q-Factory
Netherlands,Concert,Dec 22,BLACKPINK,BORN PINK' Tour,"Amsterdam, NL",Ziggo Dome
Netherlands,Concert,Jun 22,THE BOYZ,THE B-ZONE in Europe,"Rotterdam, NL",RTM Stage @ Ahoy
New Zealand,Concert,Sep 9,Eric Nam,There And Back World Tour,"Auckland, NZ",Power Station
New Zealand,Concert,Sep 10,Eric Nam,There And Back World Tour,"Auckland, NZ",Power Station
New Zealand,Concert,Dec 13,DPR,REGIME World Tour,"Auckland, NZ",
Panama,Concert,May 12,MustB,UNVEILED: Latin America Tour,"Panama City, PA",TBA
Peru,Concert,Oct 21,DPR,REGIME World Tour,"Lima, PER",
Peru,Concert,Nov 30,The Rose,Heal Together' World Tour,"Lima, PER",Arena Bar
Philippines,Fanmeet,Jul 26,BamBam (GOT7),Fansign in the Philippines,Cebu,The Terraces @ Ayala Center
Philippines,Fanmeet,Jun 26,Rowoon (SF9),Live in Manila,Manila,
Philippines,Festival,Jul 22,Red Velvet,BE YOU,Manila,Mall of Asia Arena
Philippines,Fanmeet,Jul 28,BamBam (GOT7),Fansign in the Philippines,Manila,Activity Center @ Ayala Malls
Philippines,Concert,Aug 19,Yugyeom (GOT7),Live in Manila,Manila,New Frontier Theater
Philippines,Fanmeet,Aug 27,B.I,Are You Ready?,Manila,
Philippines,Concert,Sep 4,NCT 127,Neo City: THE LINK,Manila,Mall of Asia Arena
Philippines,Concert,Sep 11,(G)I-DLE,JUST ME ()I-DLE,Manila,
Philippines,Concert,Sep 30,Jessi,ZOOM IN,Manila,
Philippines,Concert,Oct 1,JAY B (GOT7),Tape: Press Pause,Manila,Araneta Coliseum
Philippines,Concert,Oct 7-8,SEVENTEEN,BE THE SUN,Manila,Mall of Asia Arena
