country,publishedAt,trending_date,tags,view_count,likes,comment_count
Canada,2021-04-06T15:00:05Z,2021-04-10T00:00:00Z,JYP Entertainment|JYP|Make you happy|Step and a step|Sony|JYP nation|MV|M/V Teaser|niziu debutsingle|니쥬|needyou|niziproject|nizipro|니지프로젝트|ニジュー|마야|마코|리마|리오|미이히|마유카|아야카|니나|리쿠|maya|mako|rima|miihi|mayuka|rio|ayaka|nina|riku|虹プロ|ニジプロ|アイドル|オーディション番組|マヤ|マコ|リマ|リオ|ミイヒ|マユカ|アヤか|ニナ|リク|JYPさん|niziu step and a step music video|스텝앤어스텝|니쥬 스텝앤어스텝|니쥬데뷔|데뷔싱글 NiziU music video|girl group|k-pop|j-pop|NiziU|Takeapicture|PoppinShakin,15174242,294279,17199
Canada,2021-04-06T15:00:05Z,2021-04-11T00:00:00Z,JYP Entertainment|JYP|Make you happy|Step and a step|Sony|JYP nation|MV|M/V Teaser|niziu debutsingle|니쥬|needyou|niziproject|nizipro|니지프로젝트|ニジュー|마야|마코|리마|리오|미이히|마유카|아야카|니나|리쿠|maya|mako|rima|miihi|mayuka|rio|ayaka|nina|riku|虹プロ|ニジプロ|アイドル|オーディション番組|マヤ|マコ|リマ|リオ|ミイヒ|マユカ|アヤか|ニナ|リク|JYPさん|niziu step and a step music video|스텝앤어스텝|니쥬 스텝앤어스텝|니쥬데뷔|데뷔싱글 NiziU music video|girl group|k-pop|j-pop|NiziU|Takeapicture|PoppinShakin,18090543,299979,17770
Canada,2021-05-12T15:00:15Z,2021-05-13T00:00:00Z,하이라인|highline|하이라인엔터테인먼트|mv|teaser|원호|wonho|wenne|위니|love synonym|right for me|losing you|루징유|원호 루징유|wonho losing you|wh|ly|아이돌|남자아이돌|남자솔로|뮤비|뮤직비디오|티저|뮤비 티저|WENEE|루징유 뮤비|Kpop|girl group|1theK|Starshiptv|starship|loen|로엔|티져|MV|Teaser|신곡|new|song|한류|idol|hallyu|ロエン|ミュージック|ミュージックビデオ|アイドル|韓流|韓国|ballad|k-pop|pop|love song|love|heartbreak|breakup|lover|sad song|piano ballad|lost|soloist|solo|right for us|lose|kiiara|키아라|aint about you|에인어밧츄|원호 듀엣|collab|duet,528812,146194,13464
Canada,2021-05-12T15:00:15Z,2021-05-14T00:00:00Z,하이라인|highline|하이라인엔터테인먼트|mv|teaser|원호|wonho|wenne|위니|love synonym|right for me|losing you|루징유|원호 루징유|wonho losing you|wh|ly|아이돌|남자아이돌|남자솔로|뮤비|뮤직비디오|티저|뮤비 티저|WENEE|루징유 뮤비|Kpop|girl group|1theK|Starshiptv|starship|loen|로엔|티져|MV|Teaser|신곡|new|song|한류|idol|hallyu|ロエン|ミュージック|ミュージックビデオ|アイドル|韓流|韓国|ballad|k-pop|pop|love song|love|heartbreak|breakup|lover|sad song|piano ballad|lost|soloist|solo|right for us|lose|kiiara|키아라|aint about you|에인어밧츄|원호 듀엣|collab|duet,731539,169474,14747
Canada,2021-05-12T15:00:15Z,2021-05-15T00:00:00Z,하이라인|highline|하이라인엔터테인먼트|mv|teaser|원호|wonho|wenne|위니|love synonym|right for me|losing you|루징유|원호 루징유|wonho losing you|wh|ly|아이돌|남자아이돌|남자솔로|뮤비|뮤직비디오|티저|뮤비 티저|WENEE|루징유 뮤비|Kpop|girl group|1theK|Starshiptv|starship|loen|로엔|티져|MV|Teaser|신곡|new|song|한류|idol|hallyu|ロエン|ミュージック|ミュージックビデオ|アイドル|韓流|韓国|ballad|k-pop|pop|love song|love|heartbreak|breakup|lover|sad song|piano ballad|lost|soloist|solo|right for us|lose|kiiara|키아라|aint about you|에인어밧츄|원호 듀엣|collab|duet,906801,185845,15602
Canada,2021-05-12T15:00:15Z,2021-05-16T00:00:00Z,하이라인|highline|하이라인엔터테인먼트|mv|teaser|원호|wonho|wenne|위니|love synonym|right for me|losing you|루징유|원호 루징유|wonho losing you|wh|ly|아이돌|남자아이돌|남자솔로|뮤비|뮤직비디오|티저|뮤비 티저|WENEE|루징유 뮤비|Kpop|girl group|1theK|Starshiptv|starship|loen|로엔|티져|MV|Teaser|신곡|new|song|한류|idol|hallyu|ロエン|ミュージック|ミュージックビデオ|アイドル|韓流|韓国|ballad|k-pop|pop|love song|love|heartbreak|breakup|lover|sad song|piano ballad|lost|soloist|solo|right for us|lose|kiiara|키아라|aint about you|에인어밧츄|원호 듀엣|collab|duet,1033337,194347,16177
Canada,2021-05-12T15:00:15Z,2021-05-17T00:00:00Z,하이라인|highline|하이라인엔터테인먼트|mv|teaser|원호|wonho|wenne|위니|love synonym|right for me|losing you|루징유|원호 루징유|wonho losing you|wh|ly|아이돌|남자아이돌|남자솔로|뮤비|뮤직비디오|티저|뮤비 티저|WENEE|루징유 뮤비|Kpop|girl group|1theK|Starshiptv|starship|loen|로엔|티져|MV|Teaser|신곡|new|song|한류|idol|hallyu|ロエン|ミュージック|ミュージックビデオ|アイドル|韓流|韓国|ballad|k-pop|pop|love song|love|heartbreak|breakup|lover|sad song|piano ballad|lost|soloist|solo|right for us|lose|kiiara|키아라|aint about you|에인어밧츄|원호 듀엣|collab|duet,1139161,202207,16585
Canada,2021-08-23T10:51:49Z,2021-08-24T00:00:00Z,엠넷|mnet|kpop|k-pop|엠카운트다운|엠카|m countdown|mcd,1378634,270034,9068
Canada,2021-08-24T09:00:01Z,2021-08-25T00:00:00Z,CL|chanel|cl official|kpop|inthenameoflove|k-pop|cherry|씨엘|이채린|채린|CHAELINLEE|hello bitches|cl hello b|cl lifted|cl hello bitches|2ne1|cl hello b lyric|lifted cl|cl the baddest female|ddu du ddu du remix|cl baddest female|hello bitches cl|the baddest female|lifted|cl 2ne1|cl hello|g dragon|cl hello b reaction|hello biches|hello bitch|cl done|bitches|baddest female cl|cl gd|gd cl,1570576,257024,21087
Canada,2021-08-24T09:00:01Z,2021-08-26T00:00:00Z,CL|chanel|cl official|kpop|inthenameoflove|k-pop|cherry|씨엘|이채린|채린|CHAELINLEE|hello bitches|cl hello b|cl lifted|cl hello bitches|2ne1|cl hello b lyric|lifted cl|cl the baddest female|ddu du ddu du remix|cl baddest female|hello bitches cl|the baddest female|lifted|cl 2ne1|cl hello|g dragon|cl hello b reaction|hello biches|hello bitch|cl done|bitches|baddest female cl|cl gd|gd cl,3110579,310147,25098
Canada,2021-08-23T10:51:49Z,2021-08-26T00:00:00Z,엠넷|mnet|kpop|k-pop|엠카운트다운|엠카|m countdown|mcd,2066245,328818,10397
Canada,2021-08-24T09:00:01Z,2021-08-27T00:00:00Z,CL|chanel|cl official|kpop|inthenameoflove|k-pop|cherry|씨엘|이채린|채린|CHAELINLEE|hello bitches|cl hello b|cl lifted|cl hello bitches|2ne1|cl hello b lyric|lifted cl|cl the baddest female|ddu du ddu du remix|cl baddest female|hello bitches cl|the baddest female|lifted|cl 2ne1|cl hello|g dragon|cl hello b reaction|hello biches|hello bitch|cl done|bitches|baddest female cl|cl gd|gd cl,4579300,357714,27176
Canada,2021-08-23T10:51:49Z,2021-08-27T00:00:00Z,엠넷|mnet|kpop|k-pop|엠카운트다운|엠카|m countdown|mcd,2275425,346074,10568
Canada,2021-08-24T09:00:01Z,2021-08-28T00:00:00Z,CL|chanel|cl official|kpop|inthenameoflove|k-pop|cherry|씨엘|이채린|채린|CHAELINLEE|hello bitches|cl hello b|cl lifted|cl hello bitches|2ne1|cl hello b lyric|lifted cl|cl the baddest female|ddu du ddu du remix|cl baddest female|hello bitches cl|the baddest female|lifted|cl 2ne1|cl hello|g dragon|cl hello b reaction|hello biches|hello bitch|cl done|bitches|baddest female cl|cl gd|gd cl,5621553,431210,30192
Canada,2021-08-23T10:51:49Z,2021-08-28T00:00:00Z,엠넷|mnet|kpop|k-pop|엠카운트다운|엠카|m countdown|mcd,2412638,357397,10708
Canada,2021-08-24T09:00:01Z,2021-08-29T00:00:00Z,CL|chanel|cl official|kpop|inthenameoflove|k-pop|cherry|씨엘|이채린|채린|CHAELINLEE|hello bitches|cl hello b|cl lifted|cl hello bitches|2ne1|cl hello b lyric|lifted cl|cl the baddest female|ddu du ddu du remix|cl baddest female|hello bitches cl|the baddest female|lifted|cl 2ne1|cl hello|g dragon|cl hello b reaction|hello biches|hello bitch|cl done|bitches|baddest female cl|cl gd|gd cl,6925059,490812,32801
Canada,2021-08-24T09:00:01Z,2021-08-30T00:00:00Z,CL|chanel|cl official|kpop|inthenameoflove|k-pop|cherry|씨엘|이채린|채린|CHAELINLEE|hello bitches|cl hello b|cl lifted|cl hello bitches|2ne1|cl hello b lyric|lifted cl|cl the baddest female|ddu du ddu du remix|cl baddest female|hello bitches cl|the baddest female|lifted|cl 2ne1|cl hello|g dragon|cl hello b reaction|hello biches|hello bitch|cl done|bitches|baddest female cl|cl gd|gd cl,8038583,536648,35006
Canada,2021-09-10T04:39:04Z,2021-09-11T00:00:00Z,#brisxlife|reaction|yg entertainment|yg|와이지|k-pop|blackpink|블랙핑크|블핑|제니|로제|리사|지수|lisa|jisoo|jennie|rosé|blink|블링크|lisa solo|lalisa|lisa teaser|lalisa mv|lisa mv|lisa solo mv|lisa lalisa mv,1044748,80587,2415
Canada,2021-09-10T04:39:04Z,2021-09-12T00:00:00Z,#brisxlife|reaction|yg entertainment|yg|와이지|k-pop|blackpink|블랙핑크|블핑|제니|로제|리사|지수|lisa|jisoo|jennie|rosé|blink|블링크|lisa solo|lalisa|lisa teaser|lalisa mv|lisa mv|lisa solo mv|lisa lalisa mv,1175801,87186,2589
Canada,2021-09-10T04:39:04Z,2021-09-13T00:00:00Z,#brisxlife|reaction|yg entertainment|yg|와이지|k-pop|blackpink|블랙핑크|블핑|제니|로제|리사|지수|lisa|jisoo|jennie|rosé|blink|블링크|lisa solo|lalisa|lisa teaser|lalisa mv|lisa mv|lisa solo mv|lisa lalisa mv,1267207,91373,2701
Canada,2021-09-10T04:39:04Z,2021-09-14T00:00:00Z,#brisxlife|reaction|yg entertainment|yg|와이지|k-pop|blackpink|블랙핑크|블핑|제니|로제|리사|지수|lisa|jisoo|jennie|rosé|blink|블링크|lisa solo|lalisa|lisa teaser|lalisa mv|lisa mv|lisa solo mv|lisa lalisa mv,1329751,93925,2760
Canada,2021-09-29T04:00:13Z,2021-09-30T00:00:00Z,CL|chanel|cl official|kpop|inthenameoflove|k-pop|cherry|씨엘|이채린|채린|CHAELINLEE|hello bitches|cl hello b|cl lifted|cl hello bitches|2ne1|cl hello b lyric|lifted cl|cl the baddest female|ddu du ddu du remix|cl baddest female|hello bitches cl|the baddest female|lifted|cl 2ne1|cl hello|g dragon|cl hello b reaction|hello biches|hello bitch|cl done|bitches|baddest female cl|cl gd|gd cl,3125331,226632,16435
Canada,2021-09-29T04:00:13Z,2021-10-01T00:00:00Z,CL|chanel|cl official|kpop|inthenameoflove|k-pop|cherry|씨엘|이채린|채린|CHAELINLEE|hello bitches|cl hello b|cl lifted|cl hello bitches|2ne1|cl hello b lyric|lifted cl|cl the baddest female|ddu du ddu du remix|cl baddest female|hello bitches cl|the baddest female|lifted|cl 2ne1|cl hello|g dragon|cl hello b reaction|hello biches|hello bitch|cl done|bitches|baddest female cl|cl gd|gd cl,4871835,281754,19105
Canada,2021-09-29T04:00:13Z,2021-10-02T00:00:00Z,CL|chanel|cl official|kpop|inthenameoflove|k-pop|cherry|씨엘|이채린|채린|CHAELINLEE|hello bitches|cl hello b|cl lifted|cl hello bitches|2ne1|cl hello b lyric|lifted cl|cl the baddest female|ddu du ddu du remix|cl baddest female|hello bitches cl|the baddest female|lifted|cl 2ne1|cl hello|g dragon|cl hello b reaction|hello biches|hello bitch|cl done|bitches|baddest female cl|cl gd|gd cl,6479165,325064,20906
Canada,2021-09-29T04:00:13Z,2021-10-03T00:00:00Z,CL|chanel|cl official|kpop|inthenameoflove|k-pop|cherry|씨엘|이채린|채린|CHAELINLEE|hello bitches|cl hello b|cl lifted|cl hello bitches|2ne1|cl hello b lyric|lifted cl|cl the baddest female|ddu du ddu du remix|cl baddest female|hello bitches cl|the baddest female|lifted|cl 2ne1|cl hello|g dragon|cl hello b reaction|hello biches|hello bitch|cl done|bitches|baddest female cl|cl gd|gd cl,7950881,357301,22117
Canada,2021-09-29T04:00:13Z,2021-10-04T00:00:00Z,CL|chanel|cl official|kpop|inthenameoflove|k-pop|cherry|씨엘|이채린|채린|CHAELINLEE|hello bitches|cl hello b|cl lifted|cl hello bitches|2ne1|cl hello b lyric|lifted cl|cl the baddest female|ddu du ddu du remix|cl baddest female|hello bitches cl|the baddest female|lifted|cl 2ne1|cl hello|g dragon|cl hello b reaction|hello biches|hello bitch|cl done|bitches|baddest female cl|cl gd|gd cl,8815610,376462,22876
Canada,2021-10-20T04:00:41Z,2021-10-21T00:00:00Z,cl|tie a cherry|alpha|cl lyrics|kpop|kpop reaction|kpop in public|reaction to bts|reaction|music|bts|blackpink|twice|live|뮤직비디오|kpop songs|k pop|cl mix|chaelin|chae lin|cl 2ne1|chaelinlee|bts reaction|2021|new|trending|tiktok|kpop opinions|reaction video|kpop dance cover|kpop news|cl lover like me|lover like me|pop|cl reaction|cl lover like me reaction|lisa|my universe|dance|bts butter|stray kids|k-pop|music video|bts song|블랙핑크|cl hello bitches,2029551,123603,8767
Canada,2021-10-20T04:00:41Z,2021-10-22T00:00:00Z,cl|tie a cherry|alpha|cl lyrics|kpop|kpop reaction|kpop in public|reaction to bts|reaction|music|bts|blackpink|twice|live|뮤직비디오|kpop songs|k pop|cl mix|chaelin|chae lin|cl 2ne1|chaelinlee|bts reaction|2021|new|trending|tiktok|kpop opinions|reaction video|kpop dance cover|kpop news|cl lover like me|lover like me|pop|cl reaction|cl lover like me reaction|lisa|my universe|dance|bts butter|stray kids|k-pop|music video|bts song|블랙핑크|cl hello bitches,3544255,147336,10137
Canada,2021-10-20T04:00:41Z,2021-10-23T00:00:00Z,cl|tie a cherry|alpha|cl lyrics|kpop|kpop reaction|kpop in public|reaction to bts|reaction|music|bts|blackpink|twice|live|뮤직비디오|kpop songs|k pop|cl mix|chaelin|chae lin|cl 2ne1|chaelinlee|bts reaction|2021|new|trending|tiktok|kpop opinions|reaction video|kpop dance cover|kpop news|cl lover like me|lover like me|pop|cl reaction|cl lover like me reaction|lisa|my universe|dance|bts butter|stray kids|k-pop|music video|bts song|블랙핑크|cl hello bitches,4877006,164220,10921
Canada,2021-10-20T04:00:41Z,2021-10-24T00:00:00Z,cl|tie a cherry|alpha|cl lyrics|kpop|kpop reaction|kpop in public|reaction to bts|reaction|music|bts|blackpink|twice|live|뮤직비디오|kpop songs|k pop|cl mix|chaelin|chae lin|cl 2ne1|chaelinlee|bts reaction|2021|new|trending|tiktok|kpop opinions|reaction video|kpop dance cover|kpop news|cl lover like me|lover like me|pop|cl reaction|cl lover like me reaction|lisa|my universe|dance|bts butter|stray kids|k-pop|music video|bts song|블랙핑크|cl hello bitches,5844105,175065,11296
Canada,2021-10-20T04:00:41Z,2021-10-25T00:00:00Z,cl|tie a cherry|alpha|cl lyrics|kpop|kpop reaction|kpop in public|reaction to bts|reaction|music|bts|blackpink|twice|live|뮤직비디오|kpop songs|k pop|cl mix|chaelin|chae lin|cl 2ne1|chaelinlee|bts reaction|2021|new|trending|tiktok|kpop opinions|reaction video|kpop dance cover|kpop news|cl lover like me|lover like me|pop|cl reaction|cl lover like me reaction|lisa|my universe|dance|bts butter|stray kids|k-pop|music video|bts song|블랙핑크|cl hello bitches,7148474,181899,11662
Canada,2021-11-23T07:00:03Z,2021-11-25T00:00:00Z,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|k-pop|방탄|j-hope|Jung Kook|Jimin|BTS V|Jin,6473534,1258713,43567
Canada,2021-11-23T07:00:03Z,2021-11-26T00:00:00Z,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|k-pop|방탄|j-hope|Jung Kook|Jimin|BTS V|Jin,7169165,1309024,43123
Canada,2021-11-23T07:00:03Z,2021-11-27T00:00:00Z,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|k-pop|방탄|j-hope|Jung Kook|Jimin|BTS V|Jin,7958935,1362144,43711
Canada,2021-11-23T07:00:03Z,2021-11-29T00:00:00Z,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|k-pop|방탄|j-hope|Jung Kook|Jimin|BTS V|Jin,9594593,1445412,44614
Canada,2021-12-17T01:30:08Z,2021-12-18T00:00:00Z,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|k-pop|방탄|j-hope|Jung Kook|Jimin|BTS V|Jin,3069848,817181,42427
Canada,2021-12-17T14:41:17Z,2021-12-19T00:00:00Z,2021|가요대축제|가수|케이팝|시상식|k-pop|래드벨벳|PAYCHO,886770,78786,2587
Canada,2021-12-17T01:30:08Z,2021-12-19T00:00:00Z,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|k-pop|방탄|j-hope|Jung Kook|Jimin|BTS V|Jin,3447158,898765,43426
Canada,2021-12-17T14:41:17Z,2021-12-20T00:00:00Z,2021|가요대축제|가수|케이팝|시상식|k-pop|래드벨벳|PAYCHO,1205147,100497,2996
Canada,2021-12-20T11:00:01Z,2021-12-21T00:00:00Z,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|k-pop|방탄|j-hope|Jung Kook|Jimin|BTS V|Jin,4063272,568575,13508
Canada,2021-12-17T14:41:17Z,2021-12-21T00:00:00Z,2021|가요대축제|가수|케이팝|시상식|k-pop|래드벨벳|PAYCHO,1558168,117553,3354
Canada,2021-12-20T11:00:01Z,2021-12-22T00:00:00Z,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|k-pop|방탄|j-hope|Jung Kook|Jimin|BTS V|Jin,4231338,589170,13674
Canada,2021-12-17T14:41:17Z,2021-12-22T00:00:00Z,2021|가요대축제|가수|케이팝|시상식|k-pop|래드벨벳|PAYCHO,1865241,128762,3611
Canada,2021-12-20T11:00:01Z,2021-12-23T00:00:00Z,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|k-pop|방탄|j-hope|Jung Kook|Jimin|BTS V|Jin,4315967,597477,13355
Canada,2021-12-17T14:41:17Z,2021-12-23T00:00:00Z,2021|가요대축제|가수|케이팝|시상식|k-pop|래드벨벳|PAYCHO,2151423,138486,3867
Canada,2021-12-23T15:00:03Z,2021-12-24T00:00:00Z,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|k-pop|방탄|j-hope|Jung Kook|Jimin|BTS V|Jin,7978473,1917954,84283
Canada,2021-12-23T15:00:03Z,2021-12-25T00:00:00Z,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|k-pop|방탄|j-hope|Jung Kook|Jimin|BTS V|Jin,11195958,2232406,92888
Canada,2021-12-23T15:00:03Z,2021-12-26T00:00:00Z,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|k-pop|방탄|j-hope|Jung Kook|Jimin|BTS V|Jin,13137035,2379309,96396
Canada,2021-12-23T15:00:03Z,2021-12-27T00:00:00Z,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|k-pop|방탄|j-hope|Jung Kook|Jimin|BTS V|Jin,14511958,2476866,96142
Canada,2021-12-23T15:00:03Z,2021-12-28T00:00:00Z,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|k-pop|방탄|j-hope|Jung Kook|Jimin|BTS V|Jin,15628559,2542732,97295
Canada,2021-12-23T15:00:03Z,2021-12-29T00:00:00Z,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|k-pop|방탄|j-hope|Jung Kook|Jimin|BTS V|Jin,16492909,2587515,98207
Canada,2021-12-23T15:00:03Z,2021-12-30T00:00:00Z,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|k-pop|방탄|j-hope|Jung Kook|Jimin|BTS V|Jin,17261410,2620816,99386
Canada,2021-12-23T15:00:03Z,2021-12-31T00:00:00Z,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|k-pop|방탄|j-hope|Jung Kook|Jimin|BTS V|Jin,17909863,2647059,100143
Canada,2021-12-23T15:00:03Z,2022-01-01T00:00:00Z,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|k-pop|방탄|j-hope|Jung Kook|Jimin|BTS V|Jin,18416957,2666862,100523
Canada,2022-03-18T09:03:36Z,2022-03-19T00:00:00Z,KBS|KPOP|뮤직|KBSKPOP|K-POP|케이팝|kpop|KBSKpop|음악|kbs kpop|choreography|k-pop|kpop_dance|dance|fancam|직캠|댄스|아이돌|k팝|팬캠|live|라이브|뮤직뱅크|뮤뱅|musicbank|music_bank|music bank|kbs|케이비에스|idol|스트레이키즈|스트레이 키즈|straykids|stray kids|방찬|리노|창빈|현진|한|필릭스|승민|아이엔|BANG CHAN|LEE KNOW|CHANGBIN|HYUNJIN|HAN|FELIX|SEUNGMIN|I.N|fancam straykids|스키즈|스키즈 직캠|소리꾼 직캠|뮤뱅 스트레이키즈|뮤뱅 스키즈|뮤직뱅크 스키즈|musicbank straykids|MANIAC|매니악|매니악 스키즈|MANIAC straykids|skz|skz MANIAC,760723,125515,2418
Canada,2022-03-18T09:03:36Z,2022-03-20T00:00:00Z,KBS|KPOP|뮤직|KBSKPOP|K-POP|케이팝|kpop|KBSKpop|음악|kbs kpop|choreography|k-pop|kpop_dance|dance|fancam|직캠|댄스|아이돌|k팝|팬캠|live|라이브|뮤직뱅크|뮤뱅|musicbank|music_bank|music bank|kbs|케이비에스|idol|스트레이키즈|스트레이 키즈|straykids|stray kids|방찬|리노|창빈|현진|한|필릭스|승민|아이엔|BANG CHAN|LEE KNOW|CHANGBIN|HYUNJIN|HAN|FELIX|SEUNGMIN|I.N|fancam straykids|스키즈|스키즈 직캠|소리꾼 직캠|뮤뱅 스트레이키즈|뮤뱅 스키즈|뮤직뱅크 스키즈|musicbank straykids|MANIAC|매니악|매니악 스키즈|MANIAC straykids|skz|skz MANIAC,979786,145840,2621
Canada,2022-03-18T09:03:36Z,2022-03-21T00:00:00Z,KBS|KPOP|뮤직|KBSKPOP|K-POP|케이팝|kpop|KBSKpop|음악|kbs kpop|choreography|k-pop|kpop_dance|dance|fancam|직캠|댄스|아이돌|k팝|팬캠|live|라이브|뮤직뱅크|뮤뱅|musicbank|music_bank|music bank|kbs|케이비에스|idol|스트레이키즈|스트레이 키즈|straykids|stray kids|방찬|리노|창빈|현진|한|필릭스|승민|아이엔|BANG CHAN|LEE KNOW|CHANGBIN|HYUNJIN|HAN|FELIX|SEUNGMIN|I.N|fancam straykids|스키즈|스키즈 직캠|소리꾼 직캠|뮤뱅 스트레이키즈|뮤뱅 스키즈|뮤직뱅크 스키즈|musicbank straykids|MANIAC|매니악|매니악 스키즈|MANIAC straykids|skz|skz MANIAC,1140723,159435,2843
Canada,2022-03-18T09:03:36Z,2022-03-22T00:00:00Z,KBS|KPOP|뮤직|KBSKPOP|K-POP|케이팝|kpop|KBSKpop|음악|kbs kpop|choreography|k-pop|kpop_dance|dance|fancam|직캠|댄스|아이돌|k팝|팬캠|live|라이브|뮤직뱅크|뮤뱅|musicbank|music_bank|music bank|kbs|케이비에스|idol|스트레이키즈|스트레이 키즈|straykids|stray kids|방찬|리노|창빈|현진|한|필릭스|승민|아이엔|BANG CHAN|LEE KNOW|CHANGBIN|HYUNJIN|HAN|FELIX|SEUNGMIN|I.N|fancam straykids|스키즈|스키즈 직캠|소리꾼 직캠|뮤뱅 스트레이키즈|뮤뱅 스키즈|뮤직뱅크 스키즈|musicbank straykids|MANIAC|매니악|매니악 스키즈|MANIAC straykids|skz|skz MANIAC,1253224,167144,2904
Canada,2022-03-28T02:00:01Z,2022-03-29T00:00:00Z,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|k-pop|방탄|j-hope|Jung Kook|Jimin|BTS V|Jin,1604464,459658,12432
Canada,2022-03-28T02:00:01Z,2022-03-30T00:00:00Z,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|k-pop|방탄|j-hope|Jung Kook|Jimin|BTS V|Jin,1759303,484542,12666
Canada,2022-03-28T02:00:01Z,2022-03-31T00:00:00Z,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|k-pop|방탄|j-hope|Jung Kook|Jimin|BTS V|Jin,1835080,496093,12797
Canada,2022-03-28T02:00:01Z,2022-04-01T00:00:00Z,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|k-pop|방탄|j-hope|Jung Kook|Jimin|BTS V|Jin,1888337,505034,12857
Canada,2022-03-28T02:00:01Z,2022-04-02T00:00:00Z,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|k-pop|방탄|j-hope|Jung Kook|Jimin|BTS V|Jin,1919708,510721,12915
Canada,2022-04-17T07:00:14Z,2022-04-18T00:00:00Z,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|k-pop|방탄|j-hope|Jung Kook|Jimin|BTS V|Jin,3161913,1005917,52527
Canada,2022-04-17T07:00:14Z,2022-04-19T00:00:00Z,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|k-pop|방탄|j-hope|Jung Kook|Jimin|BTS V|Jin,3745309,1139301,54557
Canada,2022-04-17T07:00:14Z,2022-04-20T00:00:00Z,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|k-pop|방탄|j-hope|Jung Kook|Jimin|BTS V|Jin,4082306,1203838,55820
Canada,2022-04-17T07:00:14Z,2022-04-21T00:00:00Z,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|k-pop|방탄|j-hope|Jung Kook|Jimin|BTS V|Jin,4403382,1280292,57067
Canada,2022-04-17T07:00:14Z,2022-04-22T00:00:00Z,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|k-pop|방탄|j-hope|Jung Kook|Jimin|BTS V|Jin,4670181,1339887,58152
Canada,2022-04-23T01:00:03Z,2022-04-24T00:00:00Z,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|k-pop|방탄|j-hope|Jung Kook|Jimin|BTS V|Jin,4017001,947770,49872
Canada,2022-04-23T01:00:03Z,2022-04-25T00:00:00Z,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|k-pop|방탄|j-hope|Jung Kook|Jimin|BTS V|Jin,4985975,1049136,53093
Canada,2022-04-25T15:00:01Z,2022-04-26T00:00:00Z,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|k-pop|방탄|j-hope|Jung Kook|Jimin|BTS V|Jin,2085375,585286,17236
Canada,2022-04-23T01:00:03Z,2022-04-26T00:00:00Z,방탄소년단|BTS|BANGTAN|알엠|RM|슈가|SUGA|제이홉|jhope|지민|정국|k-pop|방탄|j-hope|Jung Kook|Jimin|BTS V|Jin,5729997,1119083,54340
