Country,Type,Date(s),Artist / Guest,Event Name,Location,Venue + Map
Hong Kong,Concert,Mar 20-21,BTS,Love Yourself,---,Asia World-Expo Arena
Hong Kong,Concert,Mar 23-24,BTS,Love Yourself,---,Asia World-Expo Arena
Hong Kong,Fanmeet,Mar 23,Park Ji Hoon,First Edition,---,Asia World-Expo Arena
Hong Kong,Concert,Mar 24,Lovelyz,Lovelyz 3 of Winter World,---,Asia World-Expo Arena
Hong Kong,Fanmeet,Apr 04,Momoland,"Hello, Merry Go",---,Asia World-Expo Arena
Hong Kong,Fanmeet,Apr 05,Ha Sungwoon Hotshot,My Moment,---,MacPherson Stadium
Hong Kong,Concert,Aug 03,Gfriend,GO GO GFRIEND!,Chek Lap Kok,AsiaWorld Expo
Hong Kong,Concert,Mar 17,Lee Honggi,I Am,Kowloon Bay,KITEC
Hong Kong,Concert,Mar 29,ONF,We Must Love,Kowloon Bay,KITEC E-Max
Hong Kong,Concert,Mar 30,ASTRO,Star Light,Kowloon Bay,KITEC Star Hall
Hong Kong,Concert,Apr 13,Sunmi,Warning,Kowloon Bay,KITEC Star Hall
Hungary,Concert,Mar 05,A.C.E.,To Be An Ace,"Budapest, Hungary",Akvárium Klub
Hungary,Concert,Mar 31,Bang Yongguk,European Tour,"Budapest, Hungary",Dürer Kert
Hungary,Concert,Apr 09,Seven O'Clock,The Beginning,"Budapest, Hungary",TRIP Hajó
Hungary,Concert,Apr 16,Ateez,Expedition,"Budapest, Hungary",Dürer Kert
Hungary,Concert,May 27,Ju Won Tak,European Tour,"Budapest, Hungary",TBD
Indonesia,Concert,Apr 21,Jus2 (Got7),Focus,BSD City,Nusantara Hall
Indonesia,Fanmeet,Mar 09,So Jisub,Hello Jakarta,Jakarta,Balai Sarbini Jakarta
Indonesia,Fanmeet,Mar 23,Park Bogum,Good Day,Jakarta,The Kasablanka
Indonesia,Concert,Aug 23,Gfriend,GO GO GFRIEND!,Jakarta,The Kasablanka
Indonesia,Concert,Dec 21,Winner,Cross Tour,Jakarta,Tennis Indoor Senayan
Ireland,Concert,Mar 08,A.C.E.,To Be An Ace,"Dublin, Ireland",The Academy
Italy,Concert,Apr 14,Ateez,Expedition,"Milan, Italy",Magazzini Generali
Italy,Concert,Jun 08,Eric Nam,I Color U,"Milan, Italy",Santeria Social Club
Italy,Concert,Oct 17,Pentagon,PRISM,"Milan, Italy",Magazzini Generali
Italy,Concert,Sept 17,Dok2Gonzo,Thunderground,"Milano, Italy",Magazzini Generali
Japan,Fanmeet,Apr 28-29,iKon,Fan Meeting 2019,Aichi,Nagoya Civil Hall
Japan,Concert,Aug 21-23,iKon,Japan Your 2019,Aichi,Nagoya Civil Hall
Japan,Showcase,Apr 10-11,Jus2 GOT7,Focus,"Aomi, Tokyo",Zepp DiverCity
Japan,Fanmeet,Mar 17,Eric Nam,I Color U,"Asakusabashi, Tokyo",Hulic Hall
Japan,Concert,Apr 19-21,Seventeen,Haru,Chiba,Makuhari Messe
Japan,Fanmeet,Apr 22,Seventeen,Hana,Chiba,Makuhari Messe
Japan,Fanmeet,May 04,iKon,Fan Meeting 2019,Chiba,Ichikawa City Hall
Japan,Convention,May 17-19,Various,Kcon Japan 2019,Chiba,Makuhari Messe
Japan,Concert,Sep 07-08,iKon,Japan Your 2019,Chiba,Makuhari Messe
Japan,Fanmeet,Mar 19,Yuri SNSD,Into Yuri,"Chiyoda, Tokyo",Tokyo Intl Forum Hall C
Japan,Fanmeet,Feb 23-24,Choi Minho SHINee,Best Choi's Minho,"Chofu, Tokyo",Musashino Forest Sport Plaza
Japan,Fanmeet,May 24-25,iKon,Fan Meeting 2019,Fukuoka,Fukuoka Sun Palace Hotel
Japan,Concert,Jul 27-28,iKon,Japan Your 2019,Fukuoka,Marine Messe
Japan,Concert,May 08-09,Jaejoong JYJ,Flawless Love,Hokkaido,Makomanai Ice Arena
Japan,Fanmeet,Feb 22,Kim Kyujong SS501,2019 Fanmeeting,Hyogo,Amagasaki Cultural Center
Japan,Concert,Apr 27-29,EXO-CBX,Magical Circus,Hyogo,World Hall
Japan,Fanmeet,May 01-02,iKon,Fan Meeting 2019,Hyogo,World Hall
Japan,Concert,Aug 09-12,iKon,Japan Your 2019,Hyogo,World Hall
Japan,Concert,Apr 29-30,Jaejoong JYJ,Flawless Love,Kagoshima,Kagoshima Arena
Japan,Concert,May 04-05,Jaejoong JYJ,Flawless Love,Miyagi,Xebio Arena
Japan,Concert,Aug 25,iKon,Japan Your 2019,Miyagi,Xebio Arena
Japan,Concert,Jan 20,JBJ95,Home,Osaka,ATC Hall
Japan,Concert,Jan 29-Feb 02,MVP,BEST OF MVP,Osaka,Esaka Hall
Japan,Fanmeet,Feb 11,Seohyun SNSD,Memories,Osaka,Amashin Archaic Hall
Japan,Concert,Apr 13,ONF,We Must Love,Osaka,Zepp Osaka Bayside
Japan,Fanmeet,Apr 16,GWSN,groo my world,Osaka,BIGCAT
Japan,Showcase,Apr 17-18,Jus2 GOT7,Focus,Osaka,Zepp Namba
Japan,Concert,Apr 18-19,Berry Good,Spring Days with Berry Good,Osaka,Azalea Taishō Hall
Japan,Fanmeet,Apr 20,"Daehyun, Jong-up B.A.P",Daehyun x Jong-up Fanmeeting,Osaka,Azalea Taishō Hall
Japan,Concert,Apr 23-29,VANNER,Spring Concert in Osaka,Osaka,Azalea Taishō Hall
Japan,Concert,Apr 25-27,Seventeen,Haru,Osaka,Osaka-Jo Hall
Japan,Fanmeet,Apr 26-27,Seventeen,Hana,Osaka,Osaka-Jo Hall
Japan,Fanmeet,May 10,Bang Yongguk,1st Fan Meeting,Osaka,Zepp Namba
Japan,Fanmeet,Jun 07,Kim Jaehwan,MIN:D,Osaka,Orix Theater
Japan,Concert,Jul 06-07,BTS,Love Yourself : Speak Yourself,Osaka,Yanmar Stadium Nagai
Japan,Concert,Sep 18-19,iKon,Japan Your 2019,Osaka,Osaka-Jo Hall
Japan,Concert,Apr 16-17,EXO-CBX,Magical Circus,Saitama,Saitama Super Arena
Japan,Fanmeet,May 05-06,iKon,Fan Meeting 2019,Saitama,Sonic City
Japan,Fanmeet,Jun 08,Kim Jaehwan,MIN:D,Saitama,Sonic City
Japan,Concert,Jul 13-14,BTS,Love Yourself : Speak Yourself,Shizuoka,Shizuoka Stadium Ecopa
Japan,Concert,Jan 18,JBJ95,Home,Tokyo,Kanagawa Kenmin Hall
Japan,Concert,Jan 27,Kwon Hyunbin,New Year 2019 LOVE,Tokyo,Toyosu PIT
Japan,Concert,Jan 27,MVP,BEST OF MVP,Tokyo,K-Stage O!
Japan,Concert,Jan 28,MVP,BEST OF MVP,Tokyo,Uchisaiwaicho Hall
Japan,Fanmeet,Feb 02,Seohyun SNSD,Memories,Tokyo,Maihama Amphitheater
Japan,Fanmeet,Feb 24,Kim Kyujong SS501,2019 Fanmeeting,Tokyo,Yamano Hall
Japan,Concert,Apr 11,ONF,We Must Love,Tokyo,Zepp Tokyo
Japan,Concert,Apr 13,Lee Gikwang Highlight,I,Tokyo,Toyosu PIT
Japan,Concert,Apr 17-18,Jaejoong JYJ,Flawless Love,Tokyo,Musashino Sports Complex
Japan,Fanmeet,Apr 18,"Daehyun, Jong-up B.A.P",Daehyun x Jong-up Fanmeeting,Tokyo,Ota City Hall
Japan,Fanmeet,Apr 19,Hyomin,君がいてよかった,Tokyo,ReNY
Japan,Fanmeet,Apr 19,"Daehyun, Jong-up B.A.P",Daehyun x Jong-up Fanmeeting,Tokyo,HY Town Hall
Japan,Fanmeet,Apr 21,GWSN,groo my world,Tokyo,Ebisu Hall
Japan,Concert,Apr 24,KARD,Wild Kard,Tokyo,duo Music Exchange
Japan,Fanmeet,May 08,Bang Yongguk,1st Fan Meeting,Tokyo,Zepp Tokyo
Japan,Fanmeet,Jun 08,Youngjae B.A.P,〜Begin Again〜,Tokyo,Akasaka Blitz
Japan,Concert,May 28-29,Jaejoong JYJ,Flawless Love,Wakayama,Wakayama Big Whale
Japan,Fanmeet,Apr 27,Laboum,Love Pop Wow !!,Yokohama,Landmark Hall
Japan,Concert,Nov 17,GFRIEND,GO GO GFRIEND!,Yokohama,Pacifico Yokohama
Macau,Showcase,Apr 07,Jus2 GOT7,Focus,Macau,Broadway Theatre
Macau,Concert,Dec 28-29,Winner,Cross,Macau,Studio City Event Center
Malaysia,Fanmeet,Mar 23,Ong Seongwoo,Eternity,Kuala Lumpur,Axiata Arena
Malaysia,Concert,Jun 22,Monsta X,We Are Here,Kuala Lumpur,[TBD]()
Malaysia,Concert,Sept 06,Dreamcatcher,Invitation from Nightmare City,Kuala Lumpur,KL Live
Malaysia,Fanmeet,Nov 30,Lee Seung Gi,Vagabond Voyage,Kuala Lumpur,Menara PGRM
Malaysia,Concert,Jun 29,Gfriend,GO GO GFRIEND!,Selangor,Malawati Indoor Stadium
Mexico,Concert,Jul 19,Twice,TWICELIGHTS,Mexico City,Palacio de los Deportes
Mexico,Concert,Jul 21,Monsta X,We Are Here,Mexico City,Teatro Metropólitan
Mexico,Concert,Sep 22,Pentagon,PRISM,Mexico City,Auditorio BlackBerry
Mexico,Concert,Sep 20,Pentagon,PRISM,Monterrey,Auditorio Pabellón M
Morocco,Concert,Apr 12,Seven O'Clock,The Beginning,"Rabat, Morocco",Cinéma Renaissance
Morocco,Concert,Apr 19,Alphabat,The Revival,"Rabat, Morocco",Cinéma Renaissance
Netherlands,Concert,Apr 14,IMFACT,European Tour,"Amstelveen, Netherlands",P60 Pop Podium
Netherlands,Concert,Sept 14,Dok2Gonzo,Thunderground,"Amstelveen, Netherlands",P60 amstelveen
Netherlands,Concert,Jan 29,Day6,Youth,"Amsterdam, Netherlands",The Box
Netherlands,Concert,Jan 29,Day6,Youth,"Amsterdam, Netherlands",The Box
Netherlands,Concert,Feb 28,A.C.E.,To Be An Ace,"Amsterdam, Netherlands",Melkweg
Netherlands,Concert,Mar 15,Epik High,sleepless in __________,"Amsterdam, Netherlands",Q-Factory
Netherlands,Concert,Mar 19,Sik-K,FL1P Sik-K,"Amsterdam, Netherlands",Q-Factory
Netherlands,Concert,Apr 12,Ateez,Expedition,"Amsterdam, Netherlands",Q-Factory
Netherlands,Concert,May 08,SF9,Unlimited,"Amsterdam, Netherlands",Melkweg
Netherlands,Concert,May 18,Blackpink,In Your Area,"Amsterdam, Netherlands",AFAS Live
Netherlands,Concert,Jun 20,Eric Nam,I Color U,"Amsterdam, Netherlands",Melkweg
Netherlands,Concert,Jul 03,Monsta X,We Are Here,"Amsterdam, Netherlands",[TBD]()
Norway,Workshop,Apr 28,Alphabat,The Revival,"Oslo, Norway",Subsdans
Norway,Fanmeet,Apr 29,M.O.N.T,Will You Be My Mint,"Oslo, Norway",[TBD]()
Philippines,Fanmeet,Mar 15,Park Ji Hoon,First Edition,Manila,Smart Araneta Coliseum
Philippines,Fanmeet,Mar 16,So Ji Sub,Hello,Manila,New Frontier Theater
Philippines,Concert,Mar 24,Dreamcatcher,Invitation from Nightmare City,Manila,SM Sky Dome
Philippines,Concert,Apr 27,Stray Kids,I Am,Manila,Smart Araneta Coliseum
Philippines,Festival,June 09,Various,KWMF 2019,Manila,Mall of Asia Arena
Philippines,Concert,Aug 25,Gfriend,GO GO GFRIEND!,Manila,New Frontier Theater
Poland,Concert,Apr 11,M.O.N.T,Will You Be My Mint,"Krakow, Poland",[TBD]()
Poland,Concert,Feb 23,Park Jungmin,Europe Tour,"Warsaw, Poland",Voodoo Club
Poland,Concert,Mar 19,Epik High,sleepless in __________,"Warsaw, Poland",Progresja
Poland,Concert,Mar 22,Sik-K,FL1P Sik-K,"Warsaw, Poland",Progresja
Poland,Concert,Apr 07,Seven O'Clock,The Beginning,"Warsaw, Poland",Odessa Club
Poland,Concert,Apr 12,M.O.N.T,Will You Be My Mint,"Warsaw, Poland",[TBD]()
Poland,Concert,Apr 18,IMFACT,European Tour,"Warsaw, Poland",Progresja
Poland,Concert,Apr 19,Ateez,Expedition,"Warsaw, Poland",Palladium
Poland,Concert,Apr 24,Alphabat,The Revival,"Warsaw, Poland",Odessa Club
Poland,Workshop,Apr 25,Alphabat,The Revival,"Warsaw, Poland",TBA
Poland,Concert,May 03,SF9,Unlimited,"Warsaw, Poland",Progresja
Poland,Concert,May 17,Ju Won Tak,European Tour,"Warsaw, Poland",TBD
Poland,Concert,Jun 12,Eric Nam,I Color U,"Warsaw, Poland",Progresja
Poland,Concert,Sept 13,Dok2Gonzo,Thunderground,"Warsaw, Poland",Progresja
Portugal,Concert,Apr 05,Ateez,Expedition,"Lisbon, Portugal",Lisboa ao Vivo
Portugal,Fanmeet,Apr 18,Alphabat,The Revival,"Lisbon, Portugal",Radisson Blu Hotel
Portugal,Concert,Jun 04,Eric Nam,I Color U,"Lisbon, Portugal",TimeOut Studio
Portugal,Concert,Oct 19,Pentagon,PRISM,"Lisbon, Portugal",LxFactory
Russia,Concert,Jan 18,Day6,Youth,"Moscow, Russia",Glavclub
Russia,Concert,Jan 18,Day6,Youth,"Moscow, Russia",Glavclub
Russia,Concert,Feb 08,PLT,We Go Holic,"Moscow, Russia",Izvestia Hall
Russia,Concert,Mar 03,A.C.E.,To Be An Ace,"Moscow, Russia",Izvestia Hall
Russia,Concert,Apr 21,Ateez,Expedition,"Moscow, Russia",Izvestia Hall
Russia,Concert,May 02,SF9,Unlimited,"Moscow, Russia",Glavclub Green Concert
Russia,Concert,Oct 27,Pentagon,PRISM,"Moscow, Russia",Izvestia Hall
Singapore,Concert,Mar 17,Lovelyz,Lovelyz 3 of Winter World,---,Zepp@Bigbox Singapore
Singapore,Concert,Mar 22,Dreamcatcher,Invitation from Nightmare City,---,Gateway Theatre
Singapore,Fanmeet,Apr 04,Ong Seongwoo,Eternity,---,Zepp@Bigbox Singapore
Singapore,Showcase,May 04,Jus2 GOT7,Focus,---,Zepp@BigBox Singapore
Singapore,Concert,Jul 20,Gfriend,GO GO GFRIEND!,---,Star Theater
Singapore,Fanmeet,Nov 30,Lee Seung Gi,Vagabond Voyage,Singapore,Singapore Expo Hall 7
South Korea,Concert,Jun 08,Gummy,This is Gummy,"Bundang, Seongnam",Seongnam Opera House
South Korea,Concert,May 04,Gummy,This is Gummy,"Chungcheongbuk, Cheongju",Cheongju Arts Center
South Korea,Concert,May 11,"K.Will, Wheesung",Bromance,"Deokjin, Jeonju",Sori Arts Center
South Korea,Fanmeet,Jan 20,Kim Jaejoong JYJ,J-Party,"Dongdaemun, Seoul",Kyunghee U - Hall of Peace
South Korea,Fanmeet,Feb 09,Park Jihoon,First Edition,"Dongdaemun, Seoul",Kyunghee U - Hall of Peace
South Korea,Fanmeet,Apr 27-28,Bae Jin Young,IM YOUNG,"Dongdaemun, Seoul",Kyunghee U - Peace Hall
South Korea,Fanmeet,Jan 17,Samuel,Happy Samuel Day,"Gangnam, Seoul",M-POT Hall
South Korea,Concert,Feb 02-17,Key SHINee,Keyland,"Gangnam, Seoul",SMTown Coex Artium
South Korea,Fanmeet,Feb 27,Yeri Red Velvet,Yeri ♡ Birthday Party,"Gangnam, Seoul",SMTown Coex Artium
South Korea,Fanmeet,Mar 02,Park Yuchun JYJ,Slow Dance,"Gangnam, Seoul",Coex Auditorium
South Korea,Fanmeet,Mar 04,Dami Dreamcatcher,물오름달 이레,"Gangnam, Seoul",640 Arts Tower
South Korea,Showcase,May 23,IZ,RE：IZ,"Gangnam, Seoul",KT&G Art Hall
South Korea,Concert,May 25-26,Luna f(x),The Fragrance of Luna (달의 향기),"Gangnam, Seoul",KT&G Art Hall
South Korea,Fanmeet,Feb 16-17,N VIXX,아！차학연,"Gunja-dong, Seoul",Daeyang Hall
South Korea,Concert,Jan 24-27,Wanna One,Therefore,"Guro, Seoul",Gocheok Sky Dome
South Korea,Showcase,Jan 08,WJSN,WJ Stay? Comeback Show-con,"Gwangjin, Seoul",Yes24 Live Hall
South Korea,Shocase,Jan 09,ONEUS,Debut Concert: Masterpiece,"Gwangjin, Seoul",Yes24 Live Hall
South Korea,Showcase,Jan 16,Ateez,Zero to One,"Gwangjin, Seoul",Yes24 Live Hall
South Korea,Concert,Feb 02-03,Lee Minhyuk BTOB,Hutazone: Twonight,"Gwangjin, Seoul",Yes24 Live Hall
South Korea,Concert,Feb 24,Sunmi,Warning,"Gwangjin, Seoul",Yes24 Live Hall
South Korea,Fanmeet,Mar 01,Roh Taehyun Hotshot,biRTHday party,"Gwangjin, Seoul",Yes24 Live Hall
South Korea,Fanmeet,Mar 02,Chungha,별하랑 청하랑,"Gwangjin, Seoul",Yes24 Live Hall
South Korea,Showcase,Mar 05,Jus2 GOT7,Focus,"Gwangjin, Seoul",Walkerhill Theatre
South Korea,Showcase,Mar 19,Jeong Sewoon,±0,"Gwangjin, Seoul",Yes24 Live Hall
South Korea,Concert,Mar 22-24,Ravi VIXX,R.ook Book,"Gwangjin, Seoul",Yes24 Live Hall
South Korea,Showcase,Mar 26,JBJ95,Awake,"Gwangjin, Seoul",Yes24 Live Hall
South Korea,Concert,Mar 29-30,Bastarz Block B,Welcome 2 Bastarz,"Gwangjin, Seoul",Yes24 Live Hall
South Korea,Fanmeet,Apr 7,Yuri SNSD,Into Yuri,"Gwangjin, Seoul",Yes24 Live Hall
South Korea,Fanmeet,Apr 20,Apink,에핑은 여덟살,"Gwangjin, Seoul",Sejong U. Daeyang Hall
South Korea,Concert,Apr 27-28,Son Dongwoon Highlight,The Orchestra,"Gwangjin, Seoul",Yes24 Live Hall
South Korea,Fanmeet,Mar 03,Baekhyun EXO,BIRTHDAY PARTY,"Gwangjin, Seoul",Sejong U. Daeyang Hall
South Korea,Fanmeet,May 25,Shin Hyesung Shinhwa,五.月.之.戀 오. 월. 지. 련,"Gwangjin, Seoul",Yes24 Live Hall
South Korea,Fanmeet,Jun 01,Chansung 2PM,TMC : 투 머치 찬포메이션,"Gwangjin, Seoul",Yes24 Live Hall
South Korea,Concert,Jun 15,Sunmi,Warning Encore,"Gwangjin, Seoul",Yes24 Live Hall
South Korea,Concert,Feb 16,Kim Hyun Joong,New Way,"Gyeongsangbuk, Daegu",Chunma Art Center
South Korea,Concert,Jul 06,Gummy,This is Gummy,"Gyeongsangnam, Changwon",KBS Changwon Hall
South Korea,Concert,May 18,Gummy,This is Gummy,"Gyeongsangnam, Jinju",Gyeongnam Art Center
South Korea,Concert,Jun 22,Gummy,This is Gummy,"Haeundae, Busan",Bexco Auditorium
South Korea,Concert,Apr 19-21,Mamamoo,4season F／W,"Jangchung, Seoul",Jangchung Stadium
South Korea,Concert,May 04-05,"K.Will, Wheesung",Bromance,"Jangchung, Seoul",Jangchung Stadium
South Korea,Concert,May 11,iKON,KEMiSTRY,"Jangchung, Seoul",Jangchung Stadium
South Korea,Concert,Jul 13,Gummy,This is Gummy,Jeju,Jeju ICC Tamna Hall
South Korea,Fanmeet,Feb 16,Choi Minho SHINee,Best Choi's Minho,"Jongno, Seoul",Sangmyung Art Center
South Korea,Fanmeet,Feb 16,CLC,Promposal of CLC PARTY,"Jongno, Seoul",Gwanghwamun Art Hall
South Korea,Concert,Mar 09-10,Park Kyung Block B,28.3°C,"Jongno, Seoul",Uniplex
South Korea,Fanmeet,Mar 16,K.Will,Letter from K.Will,"Jongno, Seoul",Hongik Art Center
South Korea,Concert,Feb 23,Voisper,The First Harmony,"Jung, Seoul",Ehwa 100th Memorial Hall
South Korea,Concert,Apr 06-07,Dreamcatcher,Invitation from Nightmare City,"Mapo-gu, Seoul",FAN Square
