Country,Type,Date,Artist / Guest,Event Name,Location,Venue + Map,Tickets,Official
South Korea,Concert,Jan 27-2018,Block B,Montage,"Songpa-gu, Seoul",Jamsil Arena,Yes24,---
South Korea,Fanmeet,Feb 02-2018,Seventeen,SVT 2nd Fanmeeting,"Songpa-gu, Seoul",Jamsil Arena,MelOn,---
South Korea,Concert,Feb 03-2018,JBJ,정말 바람직한 콘서트,"Songpa-gu, Seoul",Olympic Hall,MelOn,---
South Korea,Concert,Aug 04-2018,Red Velvet,REDMARE,"Songpa-gu, Seoul",SK Olympic Handball Gym,Yes24,---
South Korea,Concert,Aug 10-2018,BTOB,This is Us,"Songpa-gu, Seoul",Olympic Gymnastics Arena,MelOn,---
South Korea,Concert,Aug 11-2018,Zico (Block B),King Of the Zungle,"Songpa-gu, Seoul",SK Olympic Handball Gym,Yes24,---
South Korea,Concert,Aug 18-2018,Mamamoo,4 Season S/S,"Songpa-gu, Seoul",SK Olympic Handball Gym,MelOn,---
South Korea,Concert,Aug 18-2018,iKon,Continue,"Songpa-gu, Seoul",Olympic Gymnastics Arena,Auction,---
South Korea,Concert,Aug 19-2018,Winner,Everywhere,"Songpa-gu, Seoul",Olympic Gymnastics Arena,Auction,---
South Korea,Concert,Sept 08-2018,Gfriend,Season of Gfriend Encore,"Songpa-gu, Seoul",SK Olympic Handball Gym,MelOn,---
South Korea,Concert,Sep 29-2018,MXM,MORE THAN EVER,"Songpa-gu, Seoul",Olympic Hall,MelOn,---
South Korea,Concert,Oct 06-2018,Shinhwa,20th - HEART,"Songpa-gu, Seoul",Olympic Gymnastics Arena,1,---
South Korea,Concert,Oct 13-2018,H.O.T,Forever,"Songpa-gu, Seoul",Jamsil Arena,Auction,---
South Korea,Concert,Oct 13-2018,SECHSKIES,지금·여기·다시,"Songpa-gu, Seoul",Olympic Gymnastics Arena,Auction,---
South Korea,Concert,Oct 20-2018,Taeyeon,＇s...,"Songpa-gu, Seoul",Jamsil Arena,Yes24,---
South Korea,Concert,Nov 03-2018,Crush,Wonderlost,"Songpa-gu, Seoul",Olympic Hall,Interpark,---
South Korea,Concert,Nov 10-2018,Blackpink,In Your Area,"Songpa-gu, Seoul",Olympic Gymnastics Arena,Auction,Official
South Korea,Concert,Nov 17-2018,IU,#이지금 #dlwlrma,"Songpa-gu, Seoul",Olympic Gymnastics Arena,TBA,Official
South Korea,Concert,May 04-2018,Got7,Eyes on You,"Songpa, Seoul",Jamsil Arena,MelOn,---
South Korea,Concert,May 05-2018,TVXQ,CIRCLE - #welcome,"Songpa, Seoul",Jamsil Sports Complex,Yes24,---
South Korea,Concert,May 18-2018,TWICE,Zone 2: Fantasy Park,"Songpa, Seoul",Jamsil Arena,Interpark,---
South Korea,Concert,May 26-2018,VIXX,LIVE LOST FANTASIA,"Songpa, Seoul",Jamsil Arena,MelOn,---
South Korea,Concert,Jun 09-2018,iKON,Kolorful,"Songpa, Seoul",Olympic Hall,Auction,---
South Korea,Concert,Jun 17-2018,Winner,WWIC 2018,"Songpa, Seoul",Olympic Hall,Auction,---
South Korea,Concert,Jun 22-2018,Day6,Youth,"Songpa, Seoul",Olympic Hall,Interpark,---
South Korea,Concert,Jun 24-2018,RBW BOYZ＋MAS,Piece Of U,"Songpa, Seoul",Olympic K-Art Hall,MelOn,---
South Korea,Concert,Jun 28-2018,Seventeen,Ideal Cut,"Songpa, Seoul",Jamsil Arena,MelOn,---
South Korea,Concert,Jul 07-2018,Jaurim,"자우림, 청춘예찬","Songpa, Seoul",Olympic Hall,Interpark,---
South Korea,Concert,Jul 14-2018,BOL4,여행,"Songpa, Seoul",Olympic Hall,Interpark,---
South Korea,Concert,Aug 19-2018,LOOΠΔ,LOOΠΔbirth,"Songpa, Seoul",Olympic Hall,Yes24,---
South Korea,Concert,Aug 25-2018,Hwanhee & Lyn,The Fantastic Vol. 2,"Songpa, Seoul",Jamsil Arena,"1, 2",---
South Korea,Concert,Aug 25-2018,BTS,Love Yourself,"Songpa, Seoul",Jamsil Sports Complex,Interpark,---
South Korea,Fanmeet,Jun 30-2018,AOA,T(W)O ELVIS,"Sungkyunkwan, Seoul",SKKU New Millenium Hall,Auction,---
South Korea,Concert,Jan 27-2018,Day6,Every DAY6 Concert,"Suseong-gu, Daegu",Suseong Art Pia,Interpark,---
South Korea,Concert,Jul 07-2018,"Dynamic Duo, Ailee",Memories Vol. 9,"Suyeong, Busan",KBS Busan Hall,Auction,---
South Korea,Concert,Oct 02-2018,Various,Asia HipHop Festival in Busan,"Suyeong, Busan",KBS Busan Hall,Interpark,---
South Korea,Concert,Oct 27-2018,Son Seungyeon,The MUSE,"Suyeong, Busan",KBS Busan Hall,Yes24,---
South Korea,Concert,Oct 02-2018,Various,Asia Song Festival Day 1,"Yeonje-gu, Busan",Busan Asiad Stadium,Interpark,---
South Korea,Concert,Oct 03-2018,Various,Asia Song Festival Day 2,"Yeonje-gu, Busan",Busan Asiad Stadium,Interpark,---
South Korea,Concert,Jan 20-2018,Jay Park,All Of Me,"Yongsan-gu, Seoul",Blue Square I-Market Hall,Interpark,---
South Korea,Concert,Feb 02-2018,Lovelyz,Winter Wonderland 2,"Yongsan-gu, Seoul",Blue Square I-Market Hall,Interpark,---
South Korea,Concert,Oct 14-2018,Golden Child,명랑金동회,"Yongsan-gu, Seoul",Blue Square I-Market Hall,Interpark,---
South Korea,Concert,Oct 20-2018,Oh My Girl,가을동화,"Yongsan-gu, Seoul",Blue Square I-Market Hall,Interpark,---
South Korea,Fanmeet,May 22-2018,Golden Child,Golden Day,"Yongsan, Seoul",Blue Square I-Market Hall,Interpark,---
South Korea,Concert,Jun 09-2018,Peppertones,long way,"Yongsan, Seoul",Blue Square I-Market Hall,Interpark,---
South Korea,Showcase,Jun 26-2018,Momoland,COMEBACK Show-Con,"Yongsan, Seoul",Blue Square I-Market Hall,Interpark,---
South Korea,Concert,Jul 06-2018,Melomance,The Fairy Tale,"Yongsan, Seoul",Blue Square I-Market Hall,Interpark,---
South Korea,Concet,Aug 11-2018,FT Island,#ERROR!,"Yongsan, Seoul",Blue Square I-Market Hall,"1, 2",---
South Korea,Concert,Aug 31 -2018,Leo (VIXX),Canvas,"Yongsan, Seoul",Blue Square I-Market Hall,Interpark,---
Spain,Concert,Feb 18-2018,Dreamcatcher,Fly High,"Madrid, Spain",Sala Riviera,Vayaentradas,MyMusicTaste
Spain,Concert,May 30-2018,G2,G2 2018 Eurotrip,"Madrid, Spain",Gotham The Club,---,FB
Spain,Concert,Jun 23-2018,Monsta X,The Connect,"Madrid, Spain",Palacio Vistalegre,Vayaentradas,MMT
Spain,Concert,Sept 05-2018,BigOne,European Tour,"Madrid, Spain",Sala Silikona,Eventim,Beyond Ent
Spain,Concert,Sep 26-2018,Zico,King of the Zungle,"Madrid, Spain",Sala Riviera,Vayaentradas,MyMusicTaste
Spain,Concert,Nov 27-2018,The Rose,Paint it Rose 2nd Coloring,"Madrid, Spain",Sala But,TBA,MyMusicTaste
Sweden,Concert,Jun 05-2018,Flowsik,Flowsik in Europe,"Stockholm, Sweden",Klubb Blå,TBA,FB
Sweden,Concert,Nov 30-2018,The Rose,Paint it Rose 2nd Coloring,"Stockholm, Sweden",Fryshuset Klubben,TBA,MyMusicTaste
Taiwan,Concert,Oct 28-2018,Hyukoh,24,Kaohsiung City,LIVE WAREHOUSE,iBon,---
Taiwan,Concert,Feb 28-2018,Gfriend,Seasons of Gfriend,"New Taipei City, Taiwan",Xinzhuang Gymnasium,KKTix,--
Taiwan,Concert,May 26-2018,NU'EST W,Double You,"New Taipei City, Taiwan",New Taipei City Exhibition Hall,tixcraft,---
Taiwan,Concert,Jun 16-2018,Got7,Eyes on You,"New Taipei City, Taiwan",New Taipei City Exhibition Hall,TBA,---
Taiwan,Concert,Sept 01-2018,Mamamoo,4 Season s/s,"New Taipei City, Taiwan",Hsinchuang Gym,iBon,---
Taiwan,Concert,Oct 06-2018,Seventeen,Ideal Cut,"New Taipei City, Taiwan",Xinzhuang Stadium,TixCraft,---
Taiwan,Concert,Oct 27-2018,Hyukoh,24,"Taichung City, Taiwan",Legacy Taichung,iBon,---
Taiwan,Concert,Jan 07-2018,EXO,The EℓyXiOn,"Taipei City, Taiwan",Taipei Arena,Tixcraft,--
Taiwan,Concert,Feb 02-2018,KARD,Wild Kard,"Taipei City, Taiwan",ATT SHOW BOX,iBon,MyMusicTaste
Taiwan,Concert,Mar 03-2018,Jung Yong Hwa,Room 622,"Taipei City, Taiwan",TICC,TBA,IME Asia
Taiwan,Concert,Mar 31 -2018,Super Junior,Super Show 7,"Taipei City, Taiwan",Taipei Arena,TixCraft,---
Taiwan,Concert,Apr 29-2018,Jeong Sewoon,Ever After,"Taipei City, Taiwan",National Taiwan University,Kktix,J's Entertainment
Taiwan,Fanmeet,May 06-2018,Siwon (Super Junior),卞赫的愛情見面會,"Taipei City, Taiwan",Nangang Exhibition Center,Kktix,Da Fang Ent.
Taiwan,Concert,Jun 02-2018,Oh My Girl,1st Fan Concert in Taipei,"Taipei City, Taiwan",WESTAR,Kktix,NoFear
Taiwan,Concert,Jun 30-2018,BOL4,Travel Together,"Taipei City, Taiwan",TICC,Kham,---
Taiwan,Fanmeet,Jul 07-2018,Hwang Chiyeol,Love Stars 台北演唱會,"Taipei City, Taiwan",TICC,Kktix,---
Taiwan,Concert,Jul 08-2018,B.A.P,[LIMITED],"Taipei City, Taiwan",TICC,ibon,---
Taiwan,Concert,Aug 04-2018,Zion.T,Cinema,"Taipei City, Taiwan",TICC,Kham,---
Taiwan,Concert,Aug 11-2018,Standing Egg,Dramatic Tour,"Taipei City, Taiwan",Legacy Taipei,Kktix,SonyMusicKpop
Taiwan,Concert,Sept 22-2018,SF9,Fantasy Express,"Taipei City, Taiwan",Legacy Max,iBon,---
Taiwan,Fanmeet,Sept 23-2018,Tiffany Young,Asia Fan Meeting Tour,"Taipei City, Taiwan",TICC,iBon,Chill Int'l
Taiwan,Concert,Oct 30-2018,Hyukoh,24,"Taipei City, Taiwan",TICC,iBon,---
Taiwan,Concert,Dec 24-2018,IU,#이지금 #dlwlrma,"Taipei City, Taiwan",Nangang Exhibition Center,TBA,Official
Taiwan,Concert,Aug 11-2018,Various,K-Flow in Taiwan,"Taoyuan City, Taiwan",NTSU Arena,iBon,FB
Taiwan,Concert,Aug 25-2018,Wanna One,One : The World,"Taoyuan City, Taiwan",NTSU Gym,Tixcraft,---
Taiwan,Concert,Sep 22-2018,iKon,Continue,"Taoyuan City, Taiwan",NTSU Arena,LiveNation,Official
Taiwan,Concert,Sep 23-2018,WINNER,Everywhere,"Taoyuan City, Taiwan",NTSU Arena,LiveNation,Official
Taiwan,Concert,Sep 29-2018,Apink,Asia Tour,"Taoyuan City, Taiwan",NTSU Arena,Kham,---
Thailand,Concert,Jan 19-2018,KARD,Wild Kard,"Bangkok, Thailand",Moon Star Studio,Cancelled,MyMusicTaste
Thailand,Concert,Jan 28-2018,Super Junior,Super Show 7,"Bangkok, Thailand",IMPACT Arena,AllTicket,SMTrue
Thailand,Concert,Feb 10-2018,Jung Yong Hwa,Room 622,"Bangkok, Thailand",Thunder Dome,IME Thai,IME Asia
Thailand,Fanmeet,Mar 03-2018,Nichkhun,Khunvitation,"Bangkok, Thailand",MCC Hall The Mall,ThaiTicketMajor,---
Thailand,Fanmeet,Mar 03-2018,Astro,Global Fan Meeting,"Bangkok, Thailand",Ultra Arena,ThaiTicketMajor,---
Thailand,Fanmeet,Mar 10-2018,Jeong Sewoon,Be Happy,"Bangkok, Thailand",GMM Live House,Zenith Ent,---
Thailand,Concert,Mar 16-2018,EXO,The EℓyXiOn,"Bangkok, Thailand",Impact Arena,AllTicket,---
Thailand,Concert,Apr 28-2018,NU'EST W,Double You,"Bangkok, Thailand",Thunder Dome,ThaiTicketMajor,FeohThai
Thailand,Concert,May 11-2018,Got7,Eyes on You,"Bangkok, Thailand",Impact Arena,SOLD OUT,---
Thailand,Fanmeet,Jun 03-2018,NCT U,Taeyong & Ten,"Bangkok, Thailand",GMM Live House,Sold Out,SM True
Thailand,Showcase,Jun 03-2018,Crush,Asia Showcase,"Bangkok, Thailand",Central Plaza Ladprao,Vendor,FB
Thailand,Fanmeet,Jun 09-2018,UNB,YOU&ME,"Bangkok, Thailand",Thunder Dome,ThaiTicketMajor,---
Thailand,Concert,Jun 09-2018,Standing Egg,Dramatic Tour,"Bangkok, Thailand",Voice Space,TicketMelon,SeenSceneSpace
Thailand,Concert,Jun 15-2018,Se So Neon,Live w/ Fwends & FOLK9,"Bangkok, Thailand",Play Yard,TicketMelon,SeenSceneSpace
Thailand,Concert,Jun 24-2018,B.A.P,[LIMITED],"Bangkok, Thailand",GMM Live House,TicketMelon,FB
Thailand,Concert,Jun 30-2018,Monsta X,The Connect,"Bangkok, Thailand",Thunder Dome,Vendor,FB
Thailand,Fanmeet,Jul 07-2018,Yoona,So Wonderful Day #Story_1,"Bangkok, Thailand",Thunder Dome,Allticket,SM True
Thailand,Concert,Aug 04-2018,Wanna One,One : The World,"Bangkok, Thailand",IMPACT Arena,Vendor,FB
Thailand,Concert,Aug 17-2018,TVXQ,Circle,"Bangkok, Thailand",IMPACT Arena,ThaiTicketMajor,---
Thailand,Concert,Aug 18-2018,Twice,Fantasy Park,"Bangkok, Thailand",Thunder Dome,ThaiTicketMajor,---
Thailand,Fanmeet,Sept 20-2018,Tiffany Young,Asia Fan Meeting Tour,"Bangkok, Thailand",Thunder Dome,TBA,FeohThai
Thailand,Concert,Sept 20-2018,Jungigo,Live in Bangkok (20+),"Bangkok, Thailand",Emquartier,TicketMelon,LiveBangkok
Thailand,Convention,Sep 29-2018,Various,KCON in Thailand,"Bangkok, Thailand",Impact Arena,ThaiTicketMajor,Official
Thailand,Concert,Oct 19-2018,iKon,Continue,"Bangkok, Thailand",Thunder Dome,ThaiTicketMajor,Official
Thailand,Concert,Oct 21-2018,WINNER,Everywhere,"Bangkok, Thailand",Thunder Dome,ThaiTicketMajor,Official
Thailand,Fanmeet,Oct 27-2018,Rain,Just For You,"Bangkok, Thailand",BITEC (Hall 105),ThaiTicketMajor,---
Thailand,Concert,Oct 27-2018,NU'EST W,Double You Encore,"Bangkok, Thailand",Thunder Dome,ThaiTicketMajor,FeohThai
Thailand,Concert,Dec 16-2018,IU,#이지금 #dlwlrma,"Bangkok, Thailand",Impact Arena,TBA,Official
Turkey,Concert,Feb 23-2018,The Rose,Paint It Rose,"Istanbul, Turkey",UNIQ Glass Room,BileTix,MyMusicTaste
Ukraine,Concert,Nov 16-2018,The Rose,Paint it Rose 2nd Coloring,"Kiev, Ukraine",Atlas,TBA,MyMusicTaste
UnitedKingdom,Concert,Jun 03-2018,Flowsik,Flowsik in Europe,"Glasgow, UK",Classic Grand,TBA,FB
UnitedKingdom,Concert,Feb 04-2018,Jay Park,"Ft. Sik-K, Hoody, DJ Wegun","London, UK",Troxy,Eventim,Facebook
UnitedKingdom,Concert,Feb 14-2018,Dreamcatcher,Fly High,"London, UK",ULU Live,Ticketmaster,MyMusicTaste
UnitedKingdom,Concert,Feb 24-2018,The Rose,Paint It Rose,"London, UK",ULU Live,Ticketmaster,MyMusicTaste
UnitedKingdom,Concert,Mar 11-2018,HALO,Here I Am,"London, UK",229 The Venue,Weezevent,Kanzen Music
UnitedKingdom,Concert,May 13-2018,"Penomeco, Punchnello, Millic",---,"London, UK",Scala,TicketWeb,FB
UnitedKingdom,Concert,May 25-2018,G2,G2 2018 Eurotrip,"London, UK",Lightbox,Tickettailor,FB
UnitedKingdom,Concert,Jun 17-2018,Monsta X,The Connect,"London, UK",Eventim Apollo,Eventim,MMT
UnitedKingdom,Concert,Jul 21-2018,AOMG,"Gray, Loco, Woo WonJae, DJ Pumkin","London, UK",Troxy,Eventim,FB
UnitedKingdom,Concert,Aug 30-2018,BigOne,European Tour,"London, UK",The Fiddler's Elbow,Eventim,Beyond Ent
UnitedKingdom,Concert,Sep 28-2018,Zico,King of the Zungle,"London, UK",O2 Shepherd’s Bush Empire,Ticketmaster,MyMusicTaste
UnitedKingdom,Concert,Oct 09-2018,BTS,Love Yourself,"London, UK",The O2,LiveNation,---
USA,Concert,May 25-2018,The Rose,Paint it Rose,"Atlanta, GA",Center Stage Theater,Ticketmaster,MMT
USA,Concert,Jun 21-2018,Up10tion,Candyland,"Atlanta, GA",The Loft - Vinyl,Vendor,FB
USA,Concert,Jun 26-2018,Eric Nam,Honestly,"Atlanta, GA",Buckhead Theatre,LiveNation,FB
USA,Concert,Jul 25-2018,Monsta X,The Connect,"Atlanta, GA",Cobb Energy Performing Arts Centre,TicketMaster,Powerhouse
USA,Concert,Aug 19-2018,VAV,Meet & Live Tour,"Atlanta, GA",Buckhead Theatre,Vendor,FB
USA,Concert,Sep 17-2018,Hyukoh,24 Tour,"Atlanta, GA",Terminal West,Ticketfly,FB
USA,Concert,Nov 14-2018,Day6,Youth,"Atlanta, GA",Cobb Energy Centre,Ticketmaster,SubKulture Ent
USA,Concert,Dec 07-2018,ACE,To Be An ACE,"Atlanta, GA",Center Stage Theater,TBD,MyMusicTaste
USA,Concert,Dec 13-2018,Teen Top,Teen Top Night,"Atlanta, GA",Center Stage Theater,KpopTickets,Studio PAV
USA,Concert,Sep 14-2018,Hyukoh,24 Tour,"Austin, TX",Stubb's Bar-B-Q,Vendor,FB
USA,Concert,Oct 06-2018,Hyukoh,24 Tour,"Berkeley, CA",UC Theatre,Ticketfly,FB
USA,Concert,Jun 18-2018,Eric Nam,Honestly,"Boston, MA",Paradise Rock Club,Ticketmaster,FB
USA,Concert,Sep 24-2018,Hyukoh,24 Tour,"Boston, MA",Paradise Rock Club,Ticketmaster,---
USA,Concert,Jul 11-2018,Got7,Eyes on You,"Brooklyn, NY",Barclays Center,Ticketmaster,Subkulture
USA,Concert,May 20-2018,The Rose,Paint it Rose,"Cambridge, MA",The Sinclair,AXS,MMT
USA,Concert,Jun 23-2018,Up10tion,Candyland,"Cayey, Puerto Rico",Teatro Municipal De Cayey,Vendor,FB
USA,Concert,May 23-2018,The Rose,Paint it Rose,"Chicago, IL",Park West,Ticketfly,MMT
USA,Concert,Jun 14-2018,Eric Nam,Honestly,"Chicago, IL",Thalia Hall,Eventbrite,FB
USA,Concert,Jun 17-2018,Up10tion,Candyland,"Chicago, IL",Copernicus Center,Vendor,FB
USA,Concert,Jul 20-2018,Monsta X,The Connect,"Chicago, IL",Rosemont Theater,TicketMaster,Powerhouse
USA,Concert,Aug 23-2018,VAV,Meet & Live Tour,"Chicago, IL",Copernicus Center,Vendor,FB
USA,Concert,Sep 28-2018,Hyukoh,24 Tour,"Chicago, IL",Schubas,Vendor,FB
USA,Concert,Oct 02-2018,BTS,Love Yourself,"Chicago, IL",United Center,Ticketmaster,---
USA,Concert,Oct 14-2018,JJY + Drug Restaurant,US Live Tour,"Chicago, IL",Concord Music Hall,KpopTickets,StudioPav
USA,Concert,Oct 26-2018,Zico,King of the Zungle,"Chicago, IL",Vic Theatre,Ticketfly,MyMusicTaste
USA,Concert,Dec 02-2018,ACE,To Be An ACE,"Chicago, IL",The Vic Theatre,Ticketmaster,MyMusicTaste
USA,Concert,Mar 21-2018,Zion.T,Zion.T Live in US & Canada 2018,"Dallas, TX",Granada Theater,TBA,KpopMe
USA,Concert,Jun 19-2018,Up10tion,Candyland,"Dallas, TX",Granada Theater,Vendor,FB
USA,Concert,Jun 28-2018,Eric Nam,Honestly,"Dallas, TX",Trees,Sold Out,FB
USA,Concert,Jul 27-2018,Monsta X,The Connect,"Dallas, TX",Verizon Theater at Grand Praire,AXS,Powerhouse
USA,Concert,Aug 21-2018,VAV,Meet & Live Tour,"Dallas, TX",Granada Theater,Vendor,FB
USA,Concert,Sep 13-2018,Hyukoh,24 Tour,"Dallas, TX",Trees,Ticketfly,FB
USA,Concert,Oct 17-2018,JJY + Drug Restaurant,US Live Tour,"Dallas, TX",South Side Music Hall,KpopTickets,StudioPav
USA,Concert,Dec 05-2018,ACE,To Be An ACE,"Dallas, TX",Granada Theater,Granada Theater,MyMusicTaste
USA,Concert,Jul 02-2018,Wanna One,One : The World,"Duluth, GA",Infinite Energy Center,Ticketmaster,Powerhouse
USA,Concert,Jun 26-2018,Wanna One,One : The World,"Fort Worth, TX",Fort Worth Convention Center,AXS,Powerhouse
USA,Concert,Sep 15-2018,BTS,Love Yourself,"Fort Worth, TX",Fort Worth Convention Center,AXS,---
USA,Concert,Jun 29-2018,Eric Nam,Honestly,"Houston, TX",House of Blues Houston,LiveNation,FB
USA,Concert,Jul 08-2018,Got7,Eyes on You,"Houston, TX",NRG Arena,Ticketmaster,SubKulture
USA,Concert,Jul 29-2018,Monsta X,The Connect,"Houston, TX",Smart Financial Centre at Sugar Land,TicketMaster,Powerhouse
USA,Concert,Sep 15-2018,Hyukoh,24 Tour,"Houston, TX",White Oak Music Hall,SeeTickets,FB
USA,Concert,Dec 11-2018,Teen Top,Teen Top Night,"Houston, TX",Stereo Live,KpopTickets,Studio PAV
USA,Concert,Jun 25-2018,Up10tion,Candyland,"Jersey City, NJ",White Eagle Hall,Vendor,FB
USA,Concert,Aug 17-2018,VAV,Meet & Live Tour,"Jersey City, NJ",White Eagle Hall,Vendor,FB
USA,Concert,Dec 15-2018,Teen Top,Teen Top Night,"Jersey City, NJ",White Eagle Hall,KpopTickets,Studio PAV
USA,Fanmeet,Feb 04-2018,Astro,Global Fan Meeting,"Los Angeles, CA",The Novo,AXS,KpopMe
USA,Concert,Mar 25-2018,Zion.T,Zion.T Live in US & Canada 2018,"Los Angeles, CA",The Novo,TBA,KpopMe
USA,Concert,Jun 01-2018,The Rose,Paint it Rose,"Los Angeles, CA",Fonda Theatre,Ticketmaster,MMT
USA,Concert,Jun 05-2018,Eric Nam,Honestly,"Los Angeles, CA",Fonda Theatre,AXS,FB
USA,Concert,Jul 06-2018,Got7,Eyes on You,"Los Angeles, CA",The Forum,Ticketmaster,SubKulture
USA,Concert,Aug 03-2018,Monsta X,The Connect,"Los Angeles, CA",Microsoft Theater,AXS,Powerhouse
USA,Concert,Sep 05-2018,BTS,Love Yourself,"Los Angeles, CA",STAPLES Center,Ticketmaster,---
USA,Concert,Sep 08-2018,BTS,Love Yourself,"Los Angeles, CA",STAPLES Center,Ticketmaster,---
USA,Concert,Oct 07-2018,Hyukoh,24 Tour,"Los Angeles, CA",The Wiltern,LiveNation,FB
USA,Concert,Oct 21-2018,Zico,King of the Zungle,"Los Angeles, CA",The Novo,AXS,MyMusicTaste
USA,Concert,Nov 18-2018,Day6,Youth,"Los Angeles, CA",The Novo,AXS,SubKulture Ent
USA,Concert,Nov 24-2018,ACE,To Be An ACE,"Los Angeles, CA",The Fonda Theater,AXS,MyMusicTaste
USA,Concert,Dec 09-2018,Teen Top,Teen Top Night,"Los Angeles, CA",Theatre at Ace Hotel,KpopTickets,Studio PAV
USA,Concert,Dec 11-2018,ACE,To Be An ACE,"Miami, FL",James L. Knight Center,TBD,MyMusicTaste
USA,Concert,Jun 13-2018,Eric Nam,Honestly,"Minneapolis, MN",First Avenue,Venue,FB
USA,Concert,Nov 11-2018,Day6,Youth,"Minneapolis, MN",State Theatre,Ticketmaster,SubKulture Ent
USA,Concert,Mar 16-2018,Zion.T,Zion.T Live in US & Canada 2018,"New York City, NY",Playstation Theater,TBA,KpopMe
USA,Concert,Oct 28-2018,Zico,King of the Zungle,"New York City, NY",Playstation Theater,AXS,MyMusicTaste
USA,Fanmeet,Feb 09-2018,Astro,Global Fan Meeting,"New York, NY",The Town Hall,Ticketmaster,KpopMe
USA,Concert,May 19-2018,The Rose,Paint it Rose,"New York, NY",Irving Plaza,Universe,MMT
USA,Concert,Jun 19-2018,Eric Nam,Honestly,"New York, NY",Irving Plaza,LiveNation,FB
USA,Concert,Jun 21-2018,Eric Nam,Honestly,"New York, NY",Irving Plaza,LiveNation,FB
USA,Concert,Sep 20-2018,Hyukoh,24 Tour,"New York, NY",Irving Plaza,LiveNation,FB
USA,Convention,Sep 30-2018,Various,K-Expo New York,"New York, NY",Pier 36 New York,ShowClix,Official
USA,Concert,Oct 21-2018,JJY + Drug Restaurant,US Live Tour,"New York, NY",The Town Hall,KpopTickets,StudioPav
USA,Concert,Dec 09-2018,ACE,To Be An ACE,"New York, NY",Gramercy Theatre,Live Nation,MyMusicTaste
USA,Concert,Jul 22-2018,Monsta X,The Connect,"Newark, NJ",New Jersey Performing Arts Center,TicketMaster,Powerhouse
USA,Concert,Sep 28-2018,BTS,Love Yourself,"Newark, NJ",Prudential Center,Ticketmaster,---
USA,Concert,Sep 12-2018,BTS,Love Yourself,"Oakland, CA",Oracle Arena,Ticketmaster,---
USA,Concert,Jun 22-2018,Eric Nam,Honestly,"Philadelphia, PA",TLA,LiveNation,FB
USA,Concert,Sep 23-2018,Hyukoh,24 Tour,"Philadelphia, PA",The Fillmore,Ticketmaster,---
USA,Concert,Oct 09-2018,Hyukoh,24 Tour,"Pomona, CA",The Glass House,Ticketfly,FB
USA,Concert,Oct 04-2018,Hyukoh,24 Tour,"Portland, OR",Doug Fir Lounge,Ticketfly,FB
USA,Fanmeet,Apr 29-2018,Red Velvet,Fanmeet in Chicago,"Rosemont, IL",Rosemont Theatre,Ticketmaster,SubKulture
USA,Concert,Jun 29-2018,Wanna One,One : The World,"Rosemont, IL",Allstate Arena,Ticketmaster,Powerhouse
USA,Fanmeet,Feb 02-2018,Astro,Global Fan Meeting,"San Francisco, CA",The Regency Ballroom,AXS,KpopMe
USA,Concert,May 30-2018,The Rose,Paint it Rose,"San Francisco, CA",Social Hall SF,AXS,MMT
USA,Concert,Jun 06-2018,Eric Nam,Honestly,"San Francisco, CA",August Hall,Sold Out,FB
USA,Concert,Aug 01-2018,Monsta X,The Connect,"San Francisco, CA",Warfield Theater,AXS,Powerhouse
USA,Concert,Oct 24-2018,Zico,King of the Zungle,"San Francisco, CA",Warfield Theater,Venue,MyMusicTaste
USA,Concert,Nov 30-2018,ACE,To Be An ACE,"San Francisco, CA",August Hall,Ticketweb,MyMusicTaste
USA,Concert,Mar 23-2018,Zion.T,Zion.T Live in US & Canada 2018,"San Jose, CA",California Theatre,TBA,KpopMe
USA,Concert,Jun 21-2018,Wanna One,One : The World,"San Jose, CA",The Event Center at SJSU,Ticketmaster,Powerhouse
USA,Concert,Oct 20-2018,JJY + Drug Restaurant,US Live Tour,"San Juan, Puerto Rico",Centro de Bellas Artes,KpopTickets,StudioPav
USA,Concert,May 27-2018,The Rose,Paint it Rose,"Seattle, WA",The Showbox,AXS,MMT
USA,Concert,Jun 10-2018,Eric Nam,Honestly,"Seattle, WA",Neumos,Sold Out,FB
USA,Concert,Jun 15-2018,Up10tion,Candyland,"Seattle, WA",Moore Theatre,Vendor,FB
USA,Concert,Oct 02-2018,Hyukoh,24 Tour,"Seattle, WA",The Showbox,AXS,FB
USA,Concert,Nov 28-2018,ACE,To Be An ACE,"Seattle, WA",Showbox SoDo,TBD,MyMusicTaste
USA,Concert,Sep 29-2018,Hyukoh,24 Tour,"St.Paul, MN",Amsterdam Bar and Hall,Ticketmaster,FB
USA,Concert,Nov 16-2018,Day6,Youth,"Upper Darby, PA",Tower Theater,Ticketmaster,SubKulture Ent
USA,Fanmeet,Feb 07-2018,Astro,Global Fan Meeting,"Washington, DC",Lincoln Theatre,Ticketfly,KpopMe
USA,Concert,Jun 23-2018,Eric Nam,Honestly,"Washington, DC",U Street Music Hall,Sold Out,FB
USA,Concert,Sep 19-2018,Hyukoh,24 Tour,"Washington, DC",U Street Music Hall,Ticketfly,---
Australia,Concert,2019-02-21 00:00:00,Stray Kids,I Am,Melbourne VIC,Festival Hall,,
Australia,Concert,2019-03-11 00:00:00,Eric Nam,I Color U,Melbourne VIC,170 Russell,,
